"PURCHASEID","COMPONENTID","PRICEPAID","QUANTITY","QUANTITYRECEIVED"
130,703000,12.62,11,11
130,704000,13.51,19,19
130,706000,13.44,27,27
130,717000,30.88,4,4
130,801000,28.4,11,11
130,804000,19.17,20,20
130,804500,18.68,7,7
130,604000,53.63,20,20
130,806000,14.66,18,18
130,1504000,81.11,15,15
130,1303000,11.18,41,41
130,1601000,91.79,6,6
130,1603000,60.25,6,6
130,1605400,85.12,15,15
130,1605600,37.67,19,19
130,1701110,108.18,5,5
130,1702000,112.07,19,19
130,1703000,74.93,7,7
130,1709000,106.19,15,15
130,1711000,45.48,19,19
130,101000,50.16,8,8
130,805000,27.36,11,11
130,301000,56.89,7,7
130,509000,60.13,4,4
130,103500,16.84,18,18
130,104000,30.84,1,1
130,104300,32.79,11,11
130,201000,30.95,10,10
130,202000,13.27,20,20
130,203000,11.75,7,7
130,204800,11.12,18,18
130,205800,13.77,12,12
130,1602000,85.49,20,20
130,102000,26.6,27,27
130,302000,23.52,20,20
130,303000,19.88,7,7
130,406000,112.26,4,4
130,505000,37.89,12,12
130,504000,21.75,19,19
130,503000,25.38,7,7
130,208000,32.59,4,4
130,501000,89.68,1,1
130,304000,19.63,18,18
130,405000,77.95,11,11
130,404000,64.28,18,18
130,403000,110.18,7,7
130,402000,143.43,19,19
130,309000,54.44,3,3
130,305000,24.64,12,12
130,502000,31,20,20
131,1411000,197.2,27,27
131,1412000,200.77,5,5
131,1507000,117.96,7,7
132,1506000,124.01,5,5
133,913000,25.21,5,5
133,901000,47.91,12,12
133,912000,25.11,19,19
133,910000,36.54,10,10
133,902500,31.53,19,19
134,1801000,17.11,31,31
134,1811000,14.66,37,37
134,1812000,15.5,20,20
134,1813000,16.11,10,10
134,1814000,26.74,11,11
134,1815000,16.5,40,40
134,1816000,16.7,14,14
135,807000,40.94,5,5
135,307000,394.13,6,6
135,423000,43.52,5,5
135,506000,161.16,5,5
135,608000,162.07,6,6
135,708000,64.25,5,5
136,1204000,63.06,6,6
136,1203000,90.33,10,10
137,1201000,21.93,11,11
138,1103000,10.35,20,20
138,1503000,13.51,19,19
138,1107000,10.69,19,19
138,1106000,10.07,16,16
138,1104000,9.99,5,5
138,1016000,7.39,21,21
138,1015000,6.81,6,6
138,914000,11,6,6
138,903000,26.42,4,4
138,1105000,10.45,6,6
139,1509000,86.2,20,20
140,1011000,34.62,10,10
140,1013000,35.94,5,5
140,1001000,29.16,22,22
140,1002000,28.62,11,11
141,106000,49.76,12,12
141,207000,40.02,12,12
141,1101000,33.93,11,11
142,1302000,7.03,30,30
142,1304000,12.67,11,11
143,1402000,250.11,19,19
143,1416000,224.38,4,4
143,1401000,230.41,4,4
144,107000,56.67,4,4
145,1205000,31.97,5,5
145,1206000,31.97,20,20
145,1207000,9.88,6,6
145,1209000,9.31,19,19
146,340,290.83,11,11
146,350,292.81,4,4
146,420,537,10,10
146,240,230.91,10,10
146,230,190.34,4,4
146,320,288.5,6,6
146,410,390.96,7,7
146,220,260.21,2,2
147,530,751.67,7,7
147,540,773.26,9,9
147,610,360.84,5,5
148,607500,106.32,5,5
148,804500,20.07,12,12
148,804000,19.3,16,16
148,801000,26.6,5,5
148,717000,32.82,5,5
148,706000,13.28,28,28
148,704000,12.45,16,16
148,703000,13.14,5,5
148,611000,168.22,5,5
148,606500,43.87,16,16
148,605000,50.59,12,12
148,805000,27.75,5,5
148,1709000,102.39,11,11
148,701000,30.62,6,6
148,1603000,59.04,12,12
148,1711000,46.81,16,16
148,403000,112.98,12,12
148,1703000,68.18,12,12
148,604000,55.57,16,16
148,1701110,113.37,7,7
148,1702000,111.44,16,16
148,1605400,85.96,11,11
148,806000,15.39,16,16
148,1602000,84.63,16,16
148,1601000,90.98,6,6
148,1510000,118.38,5,5
148,1504000,75.41,10,10
148,1303000,11.56,39,39
148,815000,40.13,6,6
148,1605600,39.68,16,16
148,301000,53.57,5,5
148,101000,50.94,5,5
148,102000,26.94,28,28
148,103500,16.78,16,16
148,104000,29.24,6,6
148,104300,33.58,5,5
148,201000,30.81,5,5
148,202000,13.24,16,16
148,203000,11.12,12,12
148,204800,11.83,16,16
148,405000,75.16,5,5
148,208000,29.98,5,5
148,601000,117.31,5,5
148,302000,24.96,16,16
148,303000,19.12,12,12
148,502000,33.36,16,16
148,509000,63.71,5,5
148,505000,39.27,5,5
148,205800,14.76,5,5
148,503000,26.84,12,12
148,304000,19.74,16,16
148,501000,92.18,5,5
148,406000,114.07,5,5
148,404000,63.17,16,16
148,402000,137.18,16,16
148,401000,197.05,2,2
148,309000,53.57,6,6
148,305000,25.53,5,5
148,504000,21.75,16,16
149,1410000,197.76,1,1
149,1411000,203.19,28,28
149,1412000,211.85,7,7
149,1507000,122.32,12,12
150,1506000,131.23,7,7
151,912000,25.23,17,17
151,913000,25.79,6,6
151,910000,36.34,6,6
151,901000,50.11,5,5
151,902500,32.8,16,16
152,1801000,16.69,21,21
152,1811000,14.76,32,32
152,1812000,15.63,11,11
152,1813000,16.4,12,12
152,1814000,25.29,22,22
152,1815000,16.42,32,32
152,1816000,15.99,24,24
153,423000,44.79,7,7
153,1604000,164.94,3,3
153,807000,42.35,7,7
153,708000,60.66,7,7
153,506000,174.07,7,7
153,307000,385.03,6,6
153,608000,159.05,7,7
154,1203000,90.47,15,15
154,1204000,60.47,5,5
155,1201000,21.88,5,5
156,1105000,10,12,12
156,914000,11.29,12,12
156,1503000,12.56,16,16
156,1107000,10.73,16,16
156,1106000,10.85,10,10
156,1103000,10.05,16,16
156,903000,25.35,5,5
156,1015000,7.48,12,12
156,1016000,7.31,16,16
156,1104000,10.01,6,6
157,1509000,81.63,16,16
158,1011000,34.66,6,6
158,1013000,35.32,6,6
158,1002000,29.32,6,6
158,1001000,30.35,21,21
159,207000,36.53,16,16
159,810000,25.18,4,4
159,1101000,31.13,5,5
159,1102000,32.71,1,1
159,106000,51.36,17,17
160,1302000,7.4,21,21
160,1304000,13.25,17,17
161,1402000,236.5,16,16
161,1416000,229.99,5,5
161,1401000,247.26,5,5
162,107000,57.31,5,5
163,1205000,32.4,7,7
163,1206000,32.02,16,16
163,1207000,9.79,12,12
163,1209000,10.11,16,16
164,220,255.91,4,4
164,230,194.57,10,10
164,240,223,14,14
164,320,289.53,9,9
164,340,270.25,8,8
164,350,292.07,4,4
164,410,396.27,16,16
164,420,552.34,5,5
165,530,787.74,10,10
165,610,356.38,5,5
166,805000,26.23,14,14
166,606500,46.52,20,20
166,1605400,85.08,16,16
166,611000,168.18,2,2
166,701000,28.29,10,10
166,703000,13.13,14,14
166,704000,13.3,20,20
166,604000,57.48,18,18
166,706000,13.04,33,33
166,717000,31.21,3,3
166,801000,27.66,10,10
166,804000,20.37,19,19
166,804500,20.4,14,14
166,1711000,46.45,20,20
166,806000,14.99,21,21
166,815000,40.43,2,2
166,1303000,10.53,46,46
166,1504000,81.72,17,17
166,1510000,116.17,11,11
166,1601000,89.78,11,11
166,1603000,55.78,14,14
166,605000,50.01,14,14
166,1605600,37.36,20,20
166,1701110,116.88,11,11
166,1702000,111.96,19,19
166,1703000,71.17,15,15
166,1709000,107.63,16,16
166,601000,117,10,10
166,1602000,85.23,18,18
166,203000,11.55,14,14
166,509000,60.49,2,2
166,607500,103.85,14,14
166,101000,49.57,11,11
166,102000,25.81,32,32
166,103500,16.88,21,21
166,104000,28.49,9,9
166,104300,31.6,14,14
166,202000,13.04,19,19
166,204800,12.02,21,21
166,205800,14.62,14,14
166,208000,30.72,2,2
166,301000,56.72,10,10
166,302000,24.05,18,18
166,303000,20.08,14,14
166,503000,26.46,14,14
166,505000,39.5,13,13
166,201000,28.91,10,10
166,504000,21.63,20,20
166,304000,19.75,21,21
166,502000,34.12,19,19
166,501000,86.8,10,10
166,406000,117.48,2,2
166,405000,72.81,14,14
166,404000,67.16,21,21
166,305000,24.19,14,14
166,403000,114.6,14,14
166,402000,148.11,18,18
166,401000,195.77,10,10
166,309000,52.68,2,2
167,1507000,118.52,14,14
167,1411000,196.77,33,33
167,1412000,206.42,11,11
167,1410000,199.23,11,11
168,1506000,130.23,11,11
169,902500,33.05,20,20
169,910000,35.45,10,10
169,911000,36.24,7,7
169,912000,25.83,18,18
169,913000,26.29,12,12
169,901000,48.18,13,13
170,1814000,25.83,14,14
170,1816000,16.93,29,29
170,1815000,15.6,37,37
170,1812000,16.55,20,20
170,1811000,14.27,41,41
170,1801000,16.48,32,32
170,1813000,16.85,23,23
171,1704000,270.53,10,10
171,307000,401.13,13,13
171,423000,45.8,11,11
171,506000,171.04,11,11
171,608000,153.34,11,11
171,708000,61.53,11,11
171,807000,42.23,11,11
171,1604000,164.91,10,10
172,1203000,90.34,11,11
172,1204000,63.02,10,10
173,1201000,22.42,14,14
174,1503000,13.1,20,20
174,903000,25.33,2,2
174,914000,11.11,15,15
174,1015000,7.41,14,14
174,1016000,6.86,19,19
174,1103000,10.33,19,19
174,1104000,10.03,11,11
174,1105000,10.01,15,15
174,1106000,10.15,16,16
174,1107000,10.27,21,21
175,1509000,82.38,18,18
176,1001000,30.56,24,24
176,1002000,31.16,13,13
176,1011000,34.67,10,10
176,1012000,37.22,8,8
176,1013000,36.01,11,11
177,106000,49.23,19,19
177,207000,38.64,20,20
177,709000,49.32,4,4
177,810000,26.29,8,8
177,1101000,31.72,10,10
177,1102000,33.03,8,8
178,1302000,7.22,34,34
178,1304000,12.48,19,19
179,1402000,248.21,20,20
179,1416000,227.99,3,3
179,1401000,232.58,14,14
180,107000,56.93,3,3
181,1205000,32.7,11,11
181,1206000,32.5,19,19
181,1207000,9.59,15,15
181,1209000,9.57,21,21
182,350,296.81,8,8
182,420,567.49,9,9
182,410,406.37,7,7
182,220,257.92,9,9
182,320,295.29,8,8
182,230,190.2,4,4
182,240,219.26,5,5
182,340,285.94,8,8
183,530,732.05,6,6
183,540,827.9,14,14
183,610,355.59,11,11
184,606500,44.89,9,9
184,805000,26.24,12,12
184,804500,19.13,12,12
184,804000,20.17,12,12
184,717000,32.77,9,9
184,704000,13.35,9,9
184,703000,12.47,13,13
184,701000,30.31,10,10
184,806000,15.36,9,9
184,607500,108.29,12,12
184,1510000,112.05,10,10
184,605000,47.53,12,12
184,604000,56.93,13,13
184,611000,170.64,9,9
184,815000,40.25,9,9
184,601000,118.09,10,10
184,1504000,77.44,20,20
184,706000,12.78,25,25
184,1601000,92.77,8,8
184,1602000,84.8,13,13
184,1603000,57.19,12,12
184,1605400,88.45,21,21
184,1605600,38.77,9,9
184,1701110,119.19,8,8
184,1702000,116.45,12,12
184,1703000,69.05,11,11
184,1709000,106.14,21,21
184,1711000,43.02,10,10
184,1303000,11.16,44,44
184,103500,16.86,9,9
184,801000,28.34,10,10
184,102000,25.27,25,25
184,509000,60,9,9
184,104000,30.32,6,6
184,104300,32.71,12,12
184,201000,30.62,11,11
184,202000,13.51,12,12
184,203000,11.36,12,12
184,204800,12.13,9,9
184,205800,13.99,12,12
184,208000,29.94,9,9
184,301000,52.89,11,11
184,302000,24.28,13,13
184,303000,19.37,12,12
184,501000,88.04,10,10
184,101000,50.5,10,10
184,304000,18.88,9,9
184,505000,40.66,13,13
184,504000,21.19,9,9
184,502000,31.46,12,12
184,406000,117.91,9,9
184,405000,78.11,11,11
184,404000,66.67,9,9
184,403000,108.29,12,12
184,402000,137.29,13,13
184,401000,196.38,10,10
184,309000,54.03,9,9
184,305000,25.13,12,12
184,503000,25.76,12,12
185,1410000,204.6,10,10
185,1411000,198.83,25,25
185,1412000,195.67,8,8
185,1507000,119.44,12,12
186,1506000,133.59,8,8
187,913000,26.69,7,7
187,911000,37.52,7,7
187,912000,26.5,13,13
187,901000,50.64,13,13
187,902500,33.25,9,9
187,910000,37.15,10,10
188,1815000,15.71,25,25
188,1816000,15.85,24,24
188,1814000,27.05,13,13
188,1813000,16.45,15,15
188,1812000,16.27,21,21
188,1811000,14.68,18,18
188,1801000,17.69,41,41
189,1704000,257.69,10,10
189,423000,43.56,8,8
189,506000,161.93,8,8
189,608000,159.84,7,7
189,708000,64.91,8,8
189,807000,43.08,7,7
189,1604000,157.72,10,10
189,307000,377.42,7,7
190,1204000,57.83,11,11
190,1203000,91.57,17,17
191,1201000,22.04,13,13
192,1107000,10.17,9,9
192,1503000,13.17,9,9
192,1106000,10.69,22,22
192,1105000,10.31,11,11
192,1104000,10.05,7,7
192,1016000,7.13,13,13
192,1015000,7.41,12,12
192,903000,25.4,9,9
192,914000,11.04,12,12
192,1103000,10.53,13,13
193,1509000,83.57,13,13
194,1002000,30.03,13,13
194,1013000,37.41,8,8
194,1011000,35.39,10,10
194,1001000,28.89,17,17
194,1012000,34.97,7,7
195,709000,46.78,7,7
195,207000,37.62,14,14
195,1102000,31.49,7,7
195,1101000,31.48,10,10
195,810000,25.19,7,7
195,507000,117.91,3,3
195,106000,52.43,14,14
195,308000,94.46,4,4
195,407000,139.66,2,2
195,609000,135.06,3,3
196,1302000,6.93,20,20
196,1304000,13.07,14,14
197,1402000,244.24,11,11
197,1416000,226.53,9,9
197,1401000,247.72,11,11
198,107000,60.27,8,8
199,1205000,31.41,7,7
199,1206000,32.61,12,12
199,1207000,10.12,11,11
199,1209000,9.44,7,7
200,410,389.06,11,11
200,420,565.48,14,14
200,340,272.59,2,2
200,350,288.94,5,5
200,240,230.22,6,6
200,230,201.34,7,7
200,220,251.99,3,3
200,320,297.17,4,4
201,530,762.54,5,5
201,540,776.69,14,14
201,610,352.73,3,3
202,104000,29.75,6,6
203,1016000,7.08,2,2
204,1016000,6.93,12,12
204,1107000,10.24,1,1
205,504000,21.21,12,12
206,504000,20.86,2,2
207,912000,25.24,12,12
575,708000,63.34,3,3
575,1704000,248.73,11,11
575,307000,405.44,3,3
575,807000,44.81,3,3
575,608000,161.15,3,3
575,506000,163.96,3,3
575,423000,47.28,3,3
575,1604000,162.19,11,11
576,1204000,63.26,10,10
577,1201000,22.04,35,35
578,1106000,10.26,35,35
578,1103000,10.77,19,19
578,1503000,13.23,77,77
578,1107000,10.17,78,78
578,914000,10.79,47,47
578,1105000,10.4,47,47
578,1016000,7.33,18,18
578,1015000,6.88,47,47
578,1104000,10.76,3,3
579,1509000,83.26,19,19
580,1001000,29.3,77,77
580,1002000,28.96,35,35
580,1011000,34.06,11,11
580,1013000,36.4,3,3
581,609000,127.72,6,6
581,1102000,32.64,6,6
581,1101000,32.17,5,5
581,709000,48.08,6,6
581,106000,50.02,9,9
581,424000,22.38,6,6
581,811000,26.38,6,6
581,308000,95.92,6,6
581,207000,39.1,9,9
581,507000,125.59,6,6
582,1302000,7.01,113,113
582,1304000,13.43,8,8
583,1401000,240.77,35,35
583,1402000,232.8,76,76
584,1206000,33.34,19,19
584,1207000,9.94,47,47
584,1209000,10.07,78,78
584,1205000,33.45,3,3
585,340,266.79,6,6
585,320,294.91,11,11
585,420,525.08,12,12
585,410,385.54,12,12
585,240,236.22,10,10
585,230,194.56,5,5
585,220,257.44,3,3
585,350,314.65,11,11
586,530,755.45,8,8
586,540,785.33,12,12
586,610,365.98,6,6
586,620,390.62,3,3
587,605000,51.08,36,36
587,804000,18.96,19,19
587,801000,28.9,10,10
587,706000,13.42,54,54
587,704000,12.36,63,63
587,703000,13.36,24,24
587,701000,29.74,11,11
587,804500,18.98,36,36
587,606500,46.44,62,62
587,1510000,116.04,10,10
587,604000,54.82,19,19
587,607500,105.45,23,23
587,805000,26.39,23,23
587,806000,14.41,63,63
587,1504000,76.03,24,24
587,1605600,37.09,62,62
587,1602000,85.77,19,19
587,1603000,61.42,36,36
587,1605400,88.3,23,23
587,1702000,109.3,19,19
587,1709000,103.74,23,23
587,1711000,45.45,63,63
587,601000,119.13,10,10
587,1303000,11.1,65,65
587,303000,19.08,36,36
587,102000,25.23,55,55
587,103500,16.01,62,62
587,1703000,68.82,36,36
587,104000,30.44,36,36
587,101000,49.05,10,10
587,104300,33.56,24,24
587,201000,29.21,10,10
587,202000,12.69,19,19
587,203000,11.5,36,36
587,204800,11.92,63,63
587,205800,14.78,24,24
587,505000,37.28,23,23
587,302000,24.99,19,19
587,304000,18.73,63,63
587,305000,24.99,24,24
587,401000,200.32,10,10
587,402000,139.17,19,19
587,403000,107.03,36,36
587,404000,66.62,62,62
587,405000,74.96,23,23
587,501000,93.13,10,10
587,502000,33.64,19,19
587,503000,25.31,36,36
587,504000,19.89,63,63
587,301000,54.45,10,10
588,1410000,196.39,19,19
588,1507000,122.14,35,35
588,1411000,200.91,54,54
589,1506000,135.4,9,9
590,901000,51.16,24,24
590,902500,31.42,62,62
590,910000,35.99,10,10
590,911000,35.92,9,9
590,912000,25.34,19,19
591,1816000,15.71,72,72
591,1801000,16.42,46,46
591,1811000,14.61,124,124
591,1812000,16.45,39,39
591,1815000,15.72,38,38
592,1604000,168.86,19,19
592,1704000,254.11,19,19
593,1204000,60.35,20,20
594,1201000,23.68,23,23
595,914000,11.22,36,36
595,1015000,7.3,36,36
595,1016000,7.21,19,19
595,1103000,10.59,19,19
595,1105000,9.91,36,36
595,1106000,10.75,23,23
595,1107000,9.94,63,63
595,1503000,13.48,63,63
596,1509000,84.36,18,18
597,1001000,30.24,62,62
597,1002000,28.8,23,23
597,1011000,36,19,19
598,106000,51.54,8,8
598,207000,40.06,9,9
598,308000,100.94,9,9
598,424000,23.82,10,10
598,507000,121.41,9,9
598,609000,129.23,9,9
598,709000,47.76,9,9
598,811000,26.92,9,9
598,1101000,30.93,10,10
598,1102000,33.44,9,9
599,1304000,12.67,9,9
599,1302000,7.06,87,87
600,1401000,250.76,23,23
600,1402000,234.53,62,62
601,1206000,32,19,19
601,1207000,9.45,36,36
601,1209000,10.01,63,63
602,420,566.3,15,15
602,220,248.94,3,3
602,230,208.32,10,10
602,240,220.34,9,9
602,320,289.72,9,9
602,340,284.3,11,11
602,350,305.03,10,10
602,410,372.6,8,8
603,620,384.27,4,4
603,610,363.24,6,6
603,540,781,7,7
603,530,745.13,9,9
604,1303000,11.35,49,49
604,605000,51.72,32,32
604,606500,44.74,86,86
604,607500,102.34,24,24
604,703000,13.23,23,23
604,704000,13.29,87,87
604,706000,13.08,49,49
604,801000,27.02,1,1
604,804000,19.83,16,16
604,804500,19.89,32,32
604,805000,26.46,24,24
604,1504000,79.86,23,23
604,1601000,87.3,3,3
604,1602000,93.29,15,15
604,1603000,58.77,32,32
604,1605400,87.15,23,23
604,1605600,39.82,86,86
604,1701110,113.71,4,4
604,1702000,118.11,16,16
604,1703000,73.16,32,32
604,1709000,106.73,23,23
604,1711000,44.72,85,85
604,604000,55.88,15,15
604,806000,14.78,86,86
604,1510000,110.14,1,1
604,505000,39.35,24,24
604,101000,48.79,1,1
604,102000,26.12,48,48
604,103500,16.71,87,87
604,104000,28.46,33,33
604,104300,33.83,23,23
604,201000,30.64,1,1
604,202000,12.67,16,16
604,203000,11.25,33,33
604,204800,11.2,87,87
604,205800,14.22,23,23
604,302000,23.84,15,15
604,303000,20.2,32,32
604,304000,20.21,86,86
604,305000,25.71,23,23
604,401000,200.37,1,1
604,402000,142.32,16,16
604,403000,110.64,32,32
604,404000,66.46,86,86
604,405000,77.92,24,24
604,501000,93.06,1,1
604,502000,32.22,16,16
604,503000,26.1,33,33
604,504000,20.37,86,86
604,301000,55.82,1,1
605,1411000,197.81,48,48
605,1412000,204.95,3,3
605,1410000,203.54,10,10
605,1507000,123.46,32,32
606,1506000,126.27,13,13
607,901000,48.24,23,23
607,902500,31.45,86,86
607,911000,34.42,9,9
607,912000,25.54,16,16
607,913000,26.74,3,3
608,1801000,17.53,46,46
608,1815000,16.75,32,32
608,1813000,16.13,7,7
608,1811000,14.55,173,173
608,1816000,15.93,65,65
608,1812000,16.46,19,19
609,708000,60.37,3,3
609,1704000,249.57,10,10
609,1604000,162.66,10,10
609,807000,42.77,3,3
609,608000,161.5,4,4
609,506000,162.45,3,3
609,307000,381.8,3,3
609,423000,44.39,4,4
610,1204000,57.52,9,9
611,1201000,22.38,24,24
612,1107000,10.07,87,87
612,1105000,10.38,33,33
612,1503000,12.51,87,87
612,1106000,10.84,24,24
612,1103000,10.62,16,16
612,1016000,7.31,16,16
612,914000,11.28,33,33
612,1015000,7.33,33,33
612,1104000,10.67,3,3
613,1509000,82.06,16,16
614,1001000,30.6,86,86
614,1002000,29.03,24,24
614,1011000,34.97,10,10
614,1013000,37.51,3,3
615,507000,122.11,9,9
615,1102000,31.77,9,9
615,811000,25.14,9,9
615,609000,127.14,9,9
615,424000,21.96,9,9
615,308000,97.9,9,9
615,207000,39.62,13,13
615,106000,48.82,13,13
615,709000,49.34,9,9
616,1302000,7.14,110,110
616,1304000,12.74,13,13
617,1401000,238.92,23,23
617,1402000,230.34,85,85
618,1206000,32.97,16,16
618,1207000,9.59,33,33
618,1209000,9.36,87,87
618,1205000,33.33,3,3
619,340,276.24,10,10
619,420,538.4,11,11
619,350,289.53,5,5
619,240,234.29,9,9
619,230,199.18,8,8
619,220,257.64,5,5
619,410,399.64,13,13
619,320,303.87,11,11
620,530,730.29,7,7
620,540,839.88,9,9
620,610,340.17,12,12
620,620,359.18,7,7
621,701000,29.66,11,11
621,806000,15.4,90,90
621,805000,27.82,25,25
621,804500,19.53,36,36
621,804000,19.69,17,17
621,801000,28.99,11,11
621,706000,12.83,52,52
621,1303000,10.96,64,64
621,703000,12.66,26,26
621,1605400,91.89,25,25
621,607500,102.06,25,25
621,606500,47.7,89,89
621,704000,13.49,90,90
621,1504000,74.85,25,25
621,1510000,112.33,11,11
621,1601000,88.66,2,2
621,1603000,59.87,36,36
621,1711000,43.97,89,89
621,1605600,36.8,89,89
621,104300,33.62,25,25
621,1701110,111.61,2,2
621,1702000,113.26,17,17
621,1703000,73.89,36,36
621,1709000,110.59,25,25
279,220,243.27,7,7
279,240,237.19,3,3
279,230,195.8,10,10
279,350,308.39,8,8
280,530,723.42,8,8
280,540,820.58,7,7
280,610,347.16,4,4
280,620,365.22,1,1
281,606500,47.25,11,11
281,805000,27.54,18,18
281,804000,19.47,32,32
281,801000,28.35,14,14
281,706000,12.39,49,49
281,704000,13.09,11,11
281,703000,13.11,18,18
281,1303000,10.82,62,62
281,607500,106.13,17,17
281,1603000,57.9,17,17
281,605000,47.92,18,18
281,701000,29.64,15,15
281,1504000,76.18,17,17
281,1510000,115.31,14,14
281,604000,55.15,31,31
281,1602000,90.39,31,31
281,804500,19.37,18,18
281,1605400,90.4,17,17
281,1605600,37.73,11,11
281,1701110,111.52,9,9
281,1702000,113.93,30,30
281,1703000,74.96,18,18
281,1709000,111.23,17,17
281,1711000,46.36,11,11
281,1601000,86.22,9,9
281,304000,19.67,10,10
281,101000,49.5,15,15
281,102000,27.22,48,48
281,103500,16.7,10,10
281,104000,30.92,18,18
281,104300,32.09,18,18
281,201000,31.36,15,15
281,202000,12.69,32,32
281,203000,11.3,17,17
281,204800,11.99,10,10
281,205800,14.72,18,18
281,301000,56.55,14,14
281,601000,116.09,14,14
281,303000,20.38,18,18
281,305000,23.63,18,18
281,806000,15.41,11,11
281,401000,188.14,14,14
281,402000,139.41,31,31
281,403000,110.01,18,18
281,404000,66.49,11,11
281,405000,78.26,18,18
281,501000,91.97,14,14
281,502000,33.46,31,31
281,503000,26.38,18,18
281,504000,20.35,10,10
281,505000,38.99,17,17
281,302000,24.47,31,31
282,1411000,210.67,47,47
282,1412000,213.99,9,9
282,1507000,123.43,17,17
282,1410000,198.65,17,17
283,1506000,133.45,12,12
284,901000,46.75,18,18
