RETAILSTOREID,STORENAME,PHONE,CONTACTFIRSTNAME,CONTACTLASTNAME,ADDRESS,ZIPCODE,CITYID
197,ALASKA BICYCLE CENTER,907-373-2453, , ,431 W PARKS HWY,99654-6921,6555
198,ALASKA MOTORCYCLE FUN CENTER,907-452-3455, , ,1817 COLLEGE RD,99709-4177,5
199,ALBE'S CYCLE CENTER,810-264-1150, , ,5743 E 13TH MILE,48092,2904
200,ALBERT'S WESTWOOD CYCLE STORE,201-664-1688, , ,182 3RD AVE,07675-2105,3718
201,ALBERTO'S CYCLES,708-446-2042, , ,1075 GAGE ST,60093-1704,1897
202,ALBRECHT CYCLE SHOP,712-258-6050, , ,200 5TH ST,51101-1438,1581
203,ALBRIGHT'S BICYCLE STORE,219-255-8988, , ,2720 LINCOLN WAY W,46544-1599,1974
204,ALBUQ BICYCLE X-CHANGE,505-262-0251, , ,201 LOUISIANA BLVD SE,87108-3135,3734
205,ALBUQUERQUE BICYCLE CENTER,505-292-5262, , ,1570 JUAN TABO BLVD NE,87112-4433,3734
206,ALBUQUERQUE BICYCLE CENTER,505-831-5739, , ,3330 COORS BLVD NW,87120-1230,3734
207,ALBUQUERQUE BICYCLE CENTER,505-888-3730, , ,2641 SAN MATEO BLVD NE,87110-3141,3734
208,ALDI'S BIKE SHOP,714-779-2236, , ,5626 E LA PALMA AVE,92807-2110,229
209,ALEXANDER'S BICYCLES & MOPEDS,813-935-1654, , ,3318 W LOUISIANA AVE,33614-6647,1322
210,ALEXANDRIA BICYCLES,703-549-5368, , ,823 S WASHINGTON ST,22314-4220,5402
211,ALFRED E BIKE,616-349-9423, , ,320 E MICHIGAN AVE,49007-3833,2828
212,ALGER SCHWINN CYCLING & FITNS,616-243-9753, , ,120 28TH ST SW,49548-1112,2797
213,ALGIE'S PLACE,609-729-5669, , ,114 E 17TH AVE,08260-5531,3608
214,ALHAMBRA SCHWINN,818-284-7475, , ,1024 E MAIN ST,91801-4109,222
215,ALICE'S BICYCLE SHOP,407-267-8631, , ,3555 S HOPKINS AVE,32780-5632,1326
216,ALKI BICYCLE COMPANY,206-935-3499, , ,2611 CALIFORNIA AVE SW,98116-2404,5664
217,ALKI BICYCLE COMPANY,206-938-3322, , ,2611 CALIFORNIA AVE SW,98116-2404,5664
218,ALL AMERICAN BIKE & FITNS CTR,301-253-5800, , ,26025 RIDGE RD,20872-1848,2555
219,ALL AMERICAN SPORTS SHOP,607-334-5277, , ,27 N BROAD ST,13815-1444,4008
220,ALL AROUND CYCLES,216-228-3733, , ,14035 MADISON AVE,44107-4531,4245
221,ALL BICYCLES,303-761-4158, , ,3821 S BROADWAY,80110-3613,787
222,ALL BICYCLES,954-428-2683, , ,186 N FEDERAL HWY,33441-3622,1057
223,ALL COUNTY SCHWINN CYCLERY,201-768-3086, , ,237 CLOSTER DOCK RD,07624-1908,3470
224,ALL FLAGS,407-533-5668, , ,11 S DIXIE HWY,33460-3727,1151
225,ALL ISLAND BICYCLES,360-678-3351, , ,302 1/2 N MAIN,98239,6070
226,ALL MOUNTAIN,408-395-5105, , ,104 UNIVERSITY AVE,95030-6011,490
227,ALL POINTS BIKE SHOP,716-338-7620, , ,213 RIDGE RD E,14621-1303,4042
228,ALL PRO BICYCLE SHOP,805-583-4296, , ,2381 TAPO ST,93063-3082,675
229,ALL RAD SPORTS,513-922-8803, , ,5040 DELHI AVE,45238-5343,4173
230,ALL SEASON SPORT AND CYCLE,406-892-2755, , ,615 NUCLEUS AV,59912,6062
231,ALL SEASON SPORT AND CYCLE,406-883-1123, , ,1-2ND AV E,59860,6410
232,ALL SEASONS SPORTS,541-386-3624, , ,1013 12TH ST,97031-1539,6206
233,ALL SEASONS SPORTS,307-382-3417, , ,836 PILOT BUTTE AVE,82901-5348,5852
234,ALL SPOKES BICYCLE SHOP,210-520-2653, , ,5713 EVERS RD,78238-1718,5286
235,ALL STAR BIKE SHOPS INC,919-876-9876, , ,5011 FALLS OF NEUSE RD,27609-5479,3291
236,ALL STAR BIKE SHOPS INC,919-469-1849, , ,740 E CHATHAM ST,27511-6902,3236
237,ALL STAR BIKE SHOPS INC,919-848-2453, , ,7449 SIX FORKS RD,27615-6164,3291
238,ALL STAR BIKE SHOPS INC,919-833-5070, , ,3542 WADE AVE,27607-4048,3291
239,ALL STAR INC,402-228-1500, , ,620 MONROE ST,68310-2057,3334
240,ALL STAR RENTAL/U-HAUL,719-475-8522, , ,1644 S TEJON ST,80906-2242,5870
241,ALL TECH BICYCLE SHOP,954-792-2044, , ,5301 W BROWARD BLVD,33317-2611,1261
242,ALL TERRAIN SPORTS,307-721-8036, , ,412 E GRAND AVE,82070-3710,5917
243,ALL WEATHER SPORTS,907-474-8184, , ,4001 GEIST RD STE 12,99709-3569,5
244,ALL-OUT ASSEMBLY,941-458-5617, , ,212 SW 19TH ST,33991-3780,1025
245,ALL-SPEEDS BICYCLE CENTER,813-681-4503, , ,11911C DR MARTIN LUTHER KING J,33584,1294
246,ALLANTI CYCLING COMPANY,615-373-4700, , ,330 FRANKLIN RD,37027-5237,4966
247,ALLEGANY BIKE WORKS,301-729-9708, , ,14419 NATIONAL HWY SW,21502-6520,2554
248,ALLEN'S BICYCLE SHOP,352-622-1950, , ,3330 S PINE AVE,34471-6616,1220
249,ALLEN'S BIKE SHOP,610-948-4818, , ,348 MAIN ST,19468-2313,6439
250,ALLEN'S BIKE SHOP,317-855-2332, , ,300 N 4TH ST,47330-1313,6035
251,ALLENDALE'S RICHLYN BIKE SHOP,201-825-0952, , ,317 FRANKLIN TPKE,07401-2018,3427
252,ALLENHURST CYCLE SHOP,908-517-0777, , ,316 MAIN ST,07712-7019,3428
253,ALLENS SCHWINN CYCLERY INC,708-834-0813, , ,40 E SAINT CHARLES RD,60181-2442,1878
254,ALLEY BIKE,714-997-3980, , ,2823 E CHAPMAN AVE,92669-3210,552
255,ALLIED BICYCLE SHOP,805-648-7272, , ,2827 E MAIN ST,93003-2805,6544
256,ALLIED CYCLE SHOP,810-772-3411, , ,23101 GRATIOT AVE,48021-1628,2779
257,ALLIS BIKE & FITNESS,414-761-3400, , ,2735 W RAWSON AVE,53132-9431,5726
258,ALLIS BIKE & FITNESS,414-327-1290, , ,9622 W NATIONAL AVE,53227-2236,5757
259,ALLSPORTS,612-689-2368, , ,435 1ST AVE E,55008-1701,2933
260,ALOHA BICYCLE CENTER,503-642-5333, , ,18335 SW TUALATIN VALLEY HWY,97006-3950,4463
261,ALPHA BICYCLE,619-724-9822, , ,1215 S SANTA FE AVE,92083-7230,729
262,ALPHA BICYCLE CO,303-220-9799, , ,6838 S YOSEMITE,80112,787
263,ALPHA-LO BICYCLES,203-284-1800, , ,156 CENTER ST,06492-4114,952
264,ALPHORN SPORT SHOP,517-732-5616, , ,137 W MAIN ST,49735-1345,6147
265,ALPINE BICYCLE & SPORTS,970-945-6434, , ,GLENWOOD SPRINGS MALL,81601,798
266,ALPINE CYCLERY,717-233-8484, , ,1135 MARKET ST,17103-2225,4650
267,ALPINE CYCLERY & FITNESS,616-785-0505, , ,3150 ALPINE AVE NW,49544-1667,2797
268,ALPINE CYCLES,810-982-9281, , ,726 HURON AVE,48060-3704,2865
269,ALPINE CYCLES,801-483-2575, , ,3444 S MAIN ST,84115-4419,5383
270,ALPINE DESIGNS,208-263-2602, , ,502 W CEDAR ST,83864-1561,1613
271,ALPINE HAUS SKI & BIKE,907-479-5538, , ,3451 COLLEGE RD,99709-3708,5
272,ALPINE HUT,206-284-3575, , ,2215 15TH AVE W,98119-2417,5664
273,ALPINE HUT,206-854-1151, , ,25228 104TH AVE SE,98031-6439,5609
274,ALPINE HUT,206-883-7544, , ,7875 LEARY WAY NE,98052-4338,5655
275,ALPINE OUTFITTERS SPTS & BIKES,916-221-7333, , ,950 HILLTOP DR,96003-3812,602
276,ALPINE RECREATION & SPORTS INC,801-561-3622, , ,10 OAK ST,84047-3181,5365
277,ALPINE SCHWINN CYCLERY,208-523-1226, , ,1352 S HOLMES AVE,83404-5352,1600
278,ALPINE SHOP,314-962-7229, , ,601 E LOCKWOOD AVE,63119-3287,3127
279,ALPINE SKI & BIKE INC,908-852-0852, , ,207 MOUNTAIN AVE,07840-2408,3515
280,ALPINE SPORTS,503-668-4023, , ,38821 PROCTOR BLVD,97055-8034,6453
281,ALS QCK RELEASE BIKE RPR,810-736-9031, , ,4206 PHEASANT DR,48506-1729,2789
282,ALS SOUTH HILL SCHWINN CYCLERY,509-747-4187, , ,3713 S GRAND BLVD,99203-2712,5674
283,ALSIP SCHWINN CYCLERY,708-371-8070, , ,11600 S PULASKI RD,60658-1612,1617
284,ALTA CYCLE COMPANY,419-526-2453, , ,382 PARK AVE E,44905-2843,4260
285,ALTA SCHWINN CYCLERY,801-566-1421, , ,9330 STATE ST,84070-2601,5384
286,ALTAMONTE CYCLING & FITNS CTR,407-834-2000, , ,1440 SR 436,32714,988
287,ALTAMONTE CYCLING & FITNS CTR,407-843-2400, , ,618 N MILLS AVE,32803-4638,1230
288,ALTERNATIVE BIKE & BOARD SHOP,612-374-3635, , ,2408 HENNEPIN AVE,55405-2604,5860
289,ALTERNATIVE SKI & SPORT,970-349-1320, , ,309 6TH ST,81224,6074
290,ALTERNATIVE SPOKE,860-487-6100, , ,15 PHELP'S WAY,,963
291,AMARAL CYCLERY,510-633-2453, , ,471 E 14TH ST,94577-1809,644
292,AMBER CYCLE BICYCLE OUTLET,201-694-5252, , ,1275 STATE RT 23,07470-5845,3708
293,AMBER CYCLERY,201-836-0104, , ,764 PALISADE AVE,07666-3129,3687
294,AMBER CYCLERY,201-797-5600, , ,11-02 RIVER RD,07410-1432,3494
295,AMBOLD'S KEY & LOCK,817-754-3441, , ,1125 FRANKLIN AVE,76701-1831,5326
296,AMBRIDGE BIKE & SPORTS CTR LTD,412-266-1111, , ,518 MERCHANT ST,15003-2463,4546
297,AMENDSON'S CYCLE SHOP,214-823-4040, , ,5607 CULVER ST,75223-2310,5121
298,AMER BICYCLE & FITNESS,708-354-8877, , ,5725 S LA GRANGE RD,60525-4063,1675
299,AMER BICYCLE & FITNESS,708-971-8877, , ,639 OGDEN AVE,60515-2939,1689
300,AMERCN CTR FOR BIKE REGIS,602-241-8547, , ,3030 N 3RD ST # B,85012-3039,197
301,AMERICAN BICYCLE CO,904-246-4433, , ,240 3RD ST S,32250-6717,1130
302,AMERICAN BICYCLE RENTAL,415-931-0234, , ,2715 HYDE ST,94109-1222,639
303,AMERICAN CYCLE EQUIPMENT,360-647-7055, , ,2311 IRON ST,98225-3816,5559
304,AMERICAN CYCLERY,303-756-1023, , ,2140 S ALBION COLO BLVD,80222,784
305,AMERICAN CYCLERY,415-664-4545, , ,510 FREDERICK ST,94117-2729,639
306,AMERICAN CYCLING RESOURCE,909-592-6061, , ,515 W ALLEN AVE,91773-1469,637
307,AMERICAN CYCLIST,954-928-0581, , ,716 NW 57TH ST,33309-2825,1082
308,AMERICAN RIVER BICYCLE CENTER,916-641-8640, , ,3291 TRUXEL RD,95833-1013,627
309,AMERICAN RIVER BICYCLE CENTER,916-427-6199, , ,6391 RIVERSIDE BLVD,95831-1101,627
310,AMERICAN RIVER BICYCLE CENTER,916-363-6271, , ,9203 FOLSOM BLVD,95826-2503,627
311,AMERITECH CYCLING,515-255-1193, , ,208 4TH ST,50309-2206,1548
312,AMITY BICYCLES,203-387-6734, , ,18 SELDEN,06525-2218,971
313,AMLING'S CYCLE & FITNESS,708-692-4240, , ,8140 N MILWAUKEE AVE,60714-2804,1800
314,AMLING'S CYCLE & FITNESS,708-253-0349, , ,200 W CAMPBELL ST,60005-1412,1620
315,AMPRO CYCLES INTERNATIONAL,941-739-2453, , ,4041 CORTEZ RD W,34210-3114,1014
316,AN HONEST BIKE SHOP,507-281-5645, , ,431 4TH AVE SE,55904-4872,3005
317,ANACORTES CYCLERY,360-293-6205, , ,2012 COMMERCIAL AVE,98221-2528,5555
318,ANAHEIM BIKE SHOP,310-436-8823, , ,720 E ANAHEIM ST,90813-3508,483
319,ANAHEIM SCHWINN CYCLERY,714-535-3231, , ,1210 S STATE COLLEGE BLVD,92806-5155,229
320,ANALY BIKE SHOP,707-823-0425, , ,961 GRAVENSTEIN AVE,95472-4501,670
321,ANDALUSIA CYCLE,215-639-2022, , ,1567 BRISTOL PIKE,19020-5762,5980
322,ANDERSEN CYCLE & KEY SHOP INC,941-294-2165, , ,590 AVENUE C SE,33880-3248,1357
323,ANDERSON BIKE SHOP,916-365-0875, , ,3156 W CENTER ST,96007-3288,230
324,ANDERSON'S BICYCLE RENTAL,916-541-0500, , ,645 EMERALD BAY RD,96150-6502,682
325,ANDREW BICYCLE & FITNESS,402-379-1441, , ,309 NORFOLK AVE,68701-5232,3351
326,ANDY JORDAN'S BICYCLE CENTER,706-724-6777, , ,527 13TH ST,30901-1005,1369
327,ANDY'S CYCLE CENTER,908-486-3032, , ,22 W SAINT GEORGES AVE,07036-3934,3554
328,ANGLE LAKE CYCLERY,206-878-7457, , ,20840 INTERNATIONAL BLVD,98198-5999,5663
329,ANGLETECH,719-687-7475, , ,318 N HIGHWAY 67,80863,6589
330,ANGOLA SCHWINN,219-665-8356, , ,24 N PUBLIC SQ,46703-1924,1908
331,ANN ARBOR CYCLERY,313-761-2749, , ,1224 PACKARD ST,48104-3814,5890
332,ANNANDALE CYCLES,703-256-5166, , ,7258 COLUMBIA PIKE,22003-3145,5403
333,ANNAPOLIS SCHWINN,410-573-2453, , ,2020 WEST ST,21401-3004,2517
334,ANNARELLI'S BICYCLE STORE,609-399-2238, , ,1014 ASBURY AVE,08226-3360,3613
335,ANOTHER BIKE SHOP,408-427-2232, , ,2361 MISSION ST,95060-5200,658
336,ANSLEY SCHWINN ATLANTA CYCL,404-873-2451, , ,1579 MONROE DR NE,30324-5022,1368
337,ANSON SKI SHOPS INC,541-963-3660, , ,112 DEPOT ST,97850-2617,4496
338,ANSON SKI SHOPS INC,503-963-3660, , ,112 DEPOT ST,97850-2617,4496
339,ANTHONY'S BIKE & KEY SHOP,908-388-1198, , ,1537 IRVING ST,07065-4035,3644
340,ANTIOCH SCHWINN CYCLERY,708-395-6500, , ,890 MAIN ST,60002-1509,1619
341,ANTIQUE BICYCLE BUYER,303-237-1115, , ,7310 W COLFAX AVE,80215-4115,808
342,ANTLER'S SKI & SPORT SHOP,970-668-3152, , ,908 N SUMMIT BLVD,80443,6144
343,ANTON GONZALEZ VRTY STR PARTS,210-723-8441, , ,1012 1/2 HIDALGO,78040,5212
344,ANTOON'S BICYCLES,810-247-9240, , ,13823 19 MILE RD,48313-2705,2892
345,ANY MOUNTAIN LTD,510-674-0174, , ,1975 DIAMOND BLVD,94520-5716,318
346,ANY MOUNTAIN LTD,510-275-1010, , ,490 MARKET PL,94583-4745,652
347,ANY MOUNTAIN LTD,408-255-6162, , ,10495 N DE ANZA BLVD,95014-2096,331
348,ANY MOUNTAIN LTD,415-927-0170, , ,71 TAMAL VISTA BLVD,94925-1145,323
349,ANY MOUNTAIN LTD,415-361-1213, , ,928 WHIPPLE AVE,94063-1232,605
350,ANYBODY'S BIKESHOP,715-833-7100, , ,411 WATER ST,54703-5664,5912
351,APACHE WROUGHT IRON,209-266-8931, , ,218 E OLIVE AVE,93728-3130,395
352,APPALACHIAN BICYCLE CO,717-261-9772, , ,1632 ORCHARD DR,17201-9206,4582
353,APPLETON BICYCLE & FITNESS,414-733-2595, , ,121 S STATE ST,54911-5840,5911
354,APTOS BIKE TRAIL,408-688-8650, , ,7514 SOQUEL DR,95003-3820,233
355,AQUARIAN BICYCLES,408-375-2144, , ,486 WASHINGTON ST,93940-3030,521
356,ARAPAHOE CYCLERY,303-797-1858, , ,6905 S BROADWAY,80122-8000,810
357,ARCADIA CYCLE CENTER,818-447-0817, , ,1004 S BALDWIN AVE,91007-7234,234
358,ARCADIA CYCLE CENTER,818-447-9239, , ,1004 S BALDWIN AVE,91007-7234,234
359,ARCHL & RCRTNL PROD INC,770-434-3655, , ,3144 MILFORD CHASE,30060-5787,1435
360,ARDMORE CYCLE SHOP,405-223-3245, , ,117 N WASHINGTON ST,73401-6923,4403
361,AREA WIDE CYCLE,612-474-3229, , ,229 WATER ST,55331-1824,6125
362,ARGONNE CYCLE,509-922-7528, , ,3215 N ARGONNE RD,99212-2061,5674
363,ARIRANG BICYCLE,907-563-2992, , ,2217 E TUDOR RD,99507-1039,2
364,ARIZONA BICYCLE EXPERTS,520-881-2279, , ,2520 E 6TH ST,85716-4404,214
365,ARIZONA CYCLE & SPORT,520-750-1454, , ,7038 E GOLF LINKS RD,85730-1064,214
366,ARIZONA TRADERS,520-624-2096, , ,2128 S 6TH AVE,85713-3401,214
367,ARLBERG SPORTS,509-663-7401, , ,25 N WENATCHEE AVE,98801-2201,5690
368,ARLENE GREWELL,702-241-7222, , ,421 V & T WY,89403,6086
369,ARLINGTON GARDEN & PET,360-435-3711, , ,430 N OLYMPIC AVE,98223-1245,5954
370,ARMY & NAVY ECONOMY STORE,406-721-1315, , ,322 N HIGGINS AVE,59802-4538,3222
371,ARMY & NAVY ECONOMY STORE,406-586-1919, , ,539 E MAIN ST,59715-3765,3210
372,ARMY NAVY ECONOMY STORE,406-727-0013, , ,725 CENTRAL AVE,59401-3730,3212
1142,BIKE SHOP AT THE SKI BARN,201-256-8585, , ,125 PATERSON AVE,07424-1643,6279
1143,BIKE SHOP AT THE SKI BARN,609-520-0741, , ,29 EMMONS DR,08540-5919,3642
1144,BIKE SHOP AT THE SKI BARN,201-445-9070, , ,846 N STATE RT 17,07652-3104,3622
1145,BIKE SHOP AT THE UPPER PASS,704-437-7959, , ,130 W UNION ST,28655-3460,3281
1146,BIKE SHOP DISTRIBUTORS,612-331-3445, , ,217 OAK ST SE,55414-2908,5860
1147,BIKE SHOP III,619-444-9686, , ,1125 N 2ND ST,92021-5024,359
1148,BIKE SHOP NE CYCLERY INC,505-299-1210, , ,8305 MENAUL BLVD NE,87110-4615,3734
1149,BIKE SHOP OF BURLINGTON INC,910-584-5332, , ,144 W LEBANON AVE,27244-8302,6113
1150,BIKE SHOP ON GRAND,406-652-1202, , ,1934 GRAND AVE,59102-2748,5892
1151,BIKE SHOP THE,860-647-1027, , ,681 MAIN,06040-5108,888
1152,BIKE SHOP THE KETTERING,513-339-1634, , ,945 W MAIN ST,45373-2845,4361
1153,BIKE SHOP THE ORIGINAL,908-251-3757, , ,191 ENGLISHTOWN RD,08857-1153,3616
1154,BIKE SHOP-TEAM SPORTS,520-757-7076, , ,2384 BUTLER AVE,86401-1930,186
1155,BIKE SHP EARTHLAB ENGRY,707-459-3696, , ,358 S MAIN ST,95490-3906,749
1156,BIKE SOURCE,714-509-7166, , ,4249 CAMPUS DR,92715-2689,435
1157,BIKE SOURCE,602-786-3660, , ,2051 N ARIZONA AVE,85224-7940,167
1158,BIKE SOURCE MTN BIKE PRO SHP,909-622-8103, , ,17801 H 17801 MAIN,92714,435
1159,BIKE SPECIALIST,206-485-6960, , ,6722 NE 181ST ST,98155-4838,5664
1160,BIKE SPECIALISTS,616-683-3100, , ,211 E MAIN ST,49120-2303,2853
1161,BIKE SPORT,602-979-3474, , ,12035 N 59TH AVE,85304-2605,181
1162,BIKE SPORT TIBURON,415-435-5064, , ,1701 TIBURON BLVD,94920-2573,705
1163,BIKE STAND,360-943-1997, , ,407 4TH AVE E,98501-1108,5640
1164,BIKE STATION,303-238-1797, , ,10041 W 26TH AVE,80215-6656,784
1165,BIKE STOP,816-478-1175, , ,4201 S NOLAND RD,64055-7333,3078
1166,BIKE STOP,804-744-4524, , ,MARKET SQUARE BRANDERMILL,23112,6312
1167,BIKE STOP,305-238-2857, , ,14100 SW 92ND AVE,33176-7120,1186
1168,BIKE STOP,201-729-7775, , ,9 MAIN ST,07871-1911,3679
1169,BIKE STOP,209-585-0509, , ,1868 W LACEY BLVD,93230-7304,415
1170,BIKE STOP,206-622-4060, , ,900 FAIRVIEW AVE N,98109-4413,5664
1171,BIKE STOP,219-872-9228, , ,3409 FRANKLIN ST,46360-7008,1973
1172,BIKE STOP CYCLING & FITNESS,219-324-9228, , ,222 PINE LAKE AVE,46350-3032,1960
1173,BIKE STOP CYCLONE BIKES,540-825-2105, , ,120 W CULPEPER ST,22701-3010,5431
1174,BIKE STUFF,702-293-2453, , ,1268 WYOMING ST,89005-2745,3773
1175,BIKE SURGEON,618-457-4521, , ,302 W WALNUT ST,62901-2914,1653
1176,BIKE TECH,206-845-2453, , ,12515 MERIDIAN E,98373-3436,5654
1177,BIKE TECH,305-221-7651, , ,8386 BIRD RD,33155-3312,1186
1178,BIKE TECH,305-261-1211, , ,7252 BIRD RD,33155-6632,1186
1179,BIKE TECH,206-472-2453, , ,5408 S TACOMA WAY,98409-4313,5679
1180,BIKE TECH,305-598-1930, , ,7190 SW 117TH AVE,33183-2808,1186
1181,BIKE TECH,360-876-2453, , ,BETHEL JUNCTION SHOPPING CENTER,98366,6413
1182,BIKE TECH,719-269-3825, , ,922 PHAY AVE,81212-2160,773
1183,BIKE TECH,313-884-2453, , ,18401 E WARREN AVE,48236-2217,2801
1184,BIKE TECH,360-754-2453, , ,1931 4TH AVE E,98506-4631,5640
1185,BIKE TECH INC,318-235-1194, , ,3302 JOHNSTON ST # J,70503-3764,2196
1186,BIKE TEK,913-825-7314, , ,645 E CRAWFORD ST,67401-5117,2062
1187,BIKE THREADS,408-379-3980, , ,14103 WINCHESTER BLVD,95030-1835,490
1188,BIKE THREADS,510-713-7911, , ,39269 CEDAR BLVD,94560-5007,533
1189,BIKE TOWN USA,714-848-1221, , ,17071 MAGNOLIA ST,92708-3208,392
1190,BIKE TOWN USA,770-532-7090, , ,1604 DAWSONVILLE HWY,30501-1530,1417
1191,BIKE TRAIL,702-656-2026, , ,6816 W CHEYENNE AVE,89108-4590,5894
1192,BIKE TREK,909-599-6424, , ,548 W BONITA AVE,91773-2511,637
1193,BIKE USA,619-560-8666, , ,7730 RONSON RD,92111-1514,5858
1194,BIKE VALET/SKI VALET,970-476-7770, , ,DOWNSTAIRS AT CONCERT HALL PLA,81657,6538
1195,BIKE WAYS,704-692-0613, , ,607 GREENVILLE HWY,28792-5757,3261
1196,BIKE WERKS,816-827-0500, , ,543 E 5TH ST,65301-4611,3130
1197,BIKE WORKS,407-275-3976, , ,9100 E COLONIAL DR,32817-4107,1230
1198,BIKE WORKS,203-272-2453, , ,22 PINE TER,06410-2743,847
1199,BIKE WORKS,407-438-8484, , ,12473 S ORANGE BLOSSOM TRL,32837-6508,1230
1200,BIKE WORKS,206-742-2600, , ,12717-4TH AV W,98204,5591
1201,BIKE WORKS,407-297-1550, , ,24455 HIAWASSEE RD,32835,1230
1202,BIKE WORKS,813-685-3104, , ,861 W BLOOMINGDALE AVE,33511-7701,1015
1203,BIKE WORKS CYCLING & FITNESS,409-886-7713, , ,2415 WESTERN AVE,77630-6463,5250
1204,BIKE WORKS CYCLING & FITNESS,816-436-5636, , ,6565 N OAK,64118-3330,3083
1205,BIKE WORKS INC,970-224-3013, , ,1725 S COLLEGE AVE,80525-1008,792
1206,BIKE WORLD,505-881-4233, , ,3119 SAN MATEO BLVD NE,87110-1921,3734
1207,BIKE WORLD,210-828-5558, , ,5911 BROADWAY ST,78209-5235,5286
1208,BIKE WORLD,903-581-5002, , ,322 E SOUTHEAST LOOP 323,75701-9673,5319
1209,BIKE WORLD,702-735-7551, , ,2320 E FLAMINGO RD,89119-5106,5894
1210,BIKE WORLD,541-479-3912, , ,11869 REDWOOD HWY,97543-9708,6578
1211,BIKE WORLD,503-479-3912, , ,11869 REDWOOD HWY,97543-9708,6578
1212,BIKE WORLD,210-344-2303, , ,7148 BLANCO RD,78216-5032,5286
1213,BIKE WORLD,515-222-1880, , ,5970 ASHWORTH RD,50266-7110,1590
1214,BIKE WORLD,214-230-3770, , ,103 E BELT LINE RD,75115-5701,5123
1215,BIKE WORLD,702-254-1718, , ,1901 S RAINBOW BLVD BLDG,89102-2974,5894
1216,BIKE WORLD,209-299-2286, , ,601 W SHAW AVE,93612-3213,312
1217,BIKE WORLD,410-289-2587, , ,6 CAROLINE ST,21842-4114,2625
1218,BIKE WORLD,515-255-7047, , ,2929 MERLE HAY RD,50310-1103,1548
1219,BIKE WORLD,505-247-8033, , ,2122 CENTRAL AVE SE,87106-4004,3734
1220,BIKE WORLD,901-853-5569, , ,758 W POPLAR AVE,38017-2544,4974
1221,BIKE WORLD,609-345-0077, , ,N MICHIGAN AV & ATLANTIC AV,8401,3429
1222,BIKE WORLD DON JOHLE'S,214-240-7678, , ,5513 BROADWAY BLVD,75043-3640,5161
1223,BIKE WORLD OF COVINGTON,770-786-4247, , ,3140 HWY 278,30209,1390
1224,BIKE WORLD OF WARREN,814-723-1758, , ,2025 PENNSYLVANIA AVE E,16365-3230,4802
1225,BIKE WRIGHT,406-756-0053, , ,2009 US HIGHWAY 2 E,59901-2944,3216
1226,BIKE XPRESS,903-759-8220, , ,1300 REEL RD,75605-2200,5222
1227,BIKE ZONE INC,504-892-0222, , ,600 N HIGHWAY 190,70433-5003,2171
1228,BIKE ZOO,423-558-8455, , ,4445 KINGSTON PIKE,37919-5226,5903
1229,BIKE'ALOG,805-685-7000, , ,7334 HOLLISTER AVE,93117-2865,436
1230,BIKE'CETERA,907-247-2453, , ,124 THOMAS ST,99901-6638,8
1231,BIKE'S & HOBBIES UNLIMITED,916-272-3690, , ,1451 E MAIN ST,95945-5209,408
1232,BIKE'S ETC,801-485-8188, , ,331 HAMPTON AVE,84111-4708,5383
1233,BIKE'S LIMITED,608-785-2326, , ,1001 LA CROSSE ST,54601-3459,5743
1234,BIKE'S OF POMPANO BEACH,954-942-9340, , ,214 N FEDERAL HWY,33062-4307,1262
1235,BIKE-N-HIKE,303-772-5105, , ,1136 MAIN ST,80501-3823,811
1236,BIKE-O-RAMA,817-380-0099, , ,530 S LOCUST ST,76201-6022,5127
1237,BIKE-TECH OF MIDDLE GEORGIA,912-741-8356, , ,3003 VINEVILLE AVE,31204-2405,1434
1238,BIKEABOUT BICYCLES,770-426-8195, , ,31 MILL ST,30060-1966,1435
1239,BIKEBIZ,301-858-0110, , ,1651 CROFTON BLVD,21114-1314,2553
1240,BIKECOLOGY,310-542-9434, , ,16611 HAWTHORNE BLVD,90260-3242,469
467,BAKER'S CYCLING & FITNESS INC,219-277-8866, , ,135 S DIXIE WAY,46637-3317,2004
468,BAKER'S CYCLING & FITNESS INC,219-259-4862, , ,3835 L W E,46544,1974
469,BALBOA BICYCLE COMPANY,602-832-2754, , ,4448 E MAIN ST,85205-7902,188
470,BALBOA CYCLERY,415-752-7980, , ,4049 BALBOA ST,94121-2516,639
471,BALCERAK'S CYCLING,716-624-7220, , ,7272 W MAIN,14485,6278
472,BALDOCK & SONS INC,505-763-4425, , ,1621 N PRINCE ST,88101-4850,3742
473,BALLARDS ORTHOPEDL BIKE SEATS,313-868-8035, , ,258 MANCHESTER,48203,2775
474,BALLWIN SCHWINN,314-391-2666, , ,15216 MANCHESTER RD,63011-4601,3036
475,BALLWIN SCHWINN,314-527-2666, , ,15216 MANCHESTER RD,63011-4601,3036
476,BALSAM SPORTS,906-643-6395, , ,20 N STATE ST,49781-1647,6446
477,BAMA'S BIKES,205-237-0015, , ,3100-A NOBLE ST,36201,16
478,BANGTAIL BIKES,406-587-4905, , ,508 W MAIN ST,59715-3467,3210
479,BANZAI SPOKE-N-SKI,319-583-6449, , ,ASBURY SQUARE,52001,1549
480,BARBER'S BIKE SHOP,517-783-2789, , ,929 LANSING AVE,49202-3215,2825
481,BARBERTON BIKE & TRAIN DEPOT,216-753-5316, , ,356 4TH ST NW,44203-2212,4140
482,BARDSTOWN ROAD BICYCLES,502-485-9795, , ,1051 BARDSTOWN RD,40204-1317,5878
