"MANUFACTURERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
2,13-OCT-98,73735,139877.97,"Automatic EOQ Inventory purchase",1056
2,30-SEP-98,88873,-144993.83,"Automatic payment of bills",1036
2,05-SEP-98,87295,-144459.73,"Automatic payment of bills",1016
2,01-SEP-98,51512,144993.83,"Automatic EOQ Inventory purchase",1036
2,01-FEB-99,87295,24457.95,"Automatic EOQ Inventory purchase",8159
2,28-OCT-99,73735,-75952.73,"Automatic payment of bills",1289
2,15-MAR-94,15293,-7670.33,"Automatic payment of bills",36
2,13-DEC-96,88873,-60713.41,"Automatic payment of bills",604
2,11-FEB-00,29387,119420.22,"Automatic refund for overpayment",1363
2,04-FEB-00,15293,150128.61,"Automatic EOQ Inventory purchase",1414
2,12-JAN-00,22343,-119420.22,"Automatic payment of bills",1363
2,08-JAN-00,22343,149716.07,"Automatic EOQ Inventory purchase",1388
2,14-DEC-99,51512,119420.22,"Automatic EOQ Inventory purchase",1363
2,06-DEC-99,29387,-94278.58,"Automatic payment of bills",1338
2,08-APR-99,22343,66.05,"Automatic EOQ Inventory purchase",8182
2,03-NOV-99,29387,-70187.2,"Automatic payment of bills",1314
2,18-JAN-00,51512,122994.92,"Automatic EOQ Inventory purchase",7238
2,05-OCT-99,87295,70187.2,"Automatic EOQ Inventory purchase",1314
2,20-SEP-99,22343,75952.73,"Automatic EOQ Inventory purchase",1289
2,31-AUG-99,15293,-129706.58,"Automatic payment of bills",1264
2,08-AUG-99,87295,-134745.83,"Automatic payment of bills",1239
2,03-AUG-99,29387,129706.58,"Automatic EOQ Inventory purchase",1264
2,20-JUL-99,15293,-127808.82,"Automatic payment of bills",1214
2,09-JUL-99,89097,134745.83,"Automatic EOQ Inventory purchase",1239
2,19-JUN-99,51512,127808.82,"Automatic EOQ Inventory purchase",1214
2,10-JUN-99,22343,-141251.96,"Automatic payment of bills",1189
2,04-NOV-99,51512,94278.58,"Automatic EOQ Inventory purchase",1338
2,06-APR-97,73735,-70421.46,"Automatic payment of bills",676
2,05-SEP-97,29387,-88264.41,"Automatic payment of bills",776
2,17-AUG-97,88873,-82807.39,"Automatic payment of bills",756
2,05-AUG-97,89097,88264.41,"Automatic EOQ Inventory purchase",776
2,19-JUL-97,87295,82807.39,"Automatic EOQ Inventory purchase",756
2,03-JUL-97,29387,-92106.23,"Automatic payment of bills",736
2,11-JUN-97,15293,-81621.25,"Automatic payment of bills",716
2,02-JUN-97,88873,92106.23,"Automatic EOQ Inventory purchase",736
2,02-FEB-97,29387,-60482.04,"Automatic payment of bills",638
2,19-SEP-97,87295,89412.25,"Automatic EOQ Inventory purchase",796
2,09-AUG-98,51512,144459.73,"Automatic EOQ Inventory purchase",1016
2,17-MAY-97,88873,-92599.62,"Automatic payment of bills",696
2,16-MAR-97,29387,-52832.04,"Automatic payment of bills",655
2,10-MAR-97,88873,-73883.81,"Automatic payment of bills",621
2,04-MAR-97,29387,70421.46,"Automatic EOQ Inventory purchase",676
2,11-FEB-97,22343,52832.04,"Automatic EOQ Inventory purchase",655
2,07-FEB-97,73735,73883.81,"Automatic refund for overpayment",621
2,06-JAN-97,87295,-73883.81,"Automatic payment of bills",621
2,04-JAN-97,87295,60482.04,"Automatic EOQ Inventory purchase",638
2,07-FEB-00,22343,-149716.07,"Automatic payment of bills",1388
2,14-MAY-97,89097,81621.25,"Automatic EOQ Inventory purchase",716
2,14-APR-98,22343,148308.64,"Automatic EOQ Inventory purchase",936
2,14-JUL-98,51512,136838.6,"Automatic EOQ Inventory purchase",996
2,19-APR-97,88873,92599.62,"Automatic EOQ Inventory purchase",696
2,16-JUL-98,89097,-135613.17,"Automatic payment of bills",976
2,20-OCT-97,87295,-89412.25,"Automatic payment of bills",796
2,05-JUN-98,15293,-142304.82,"Automatic payment of bills",956
2,08-MAY-98,88873,142304.82,"Automatic EOQ Inventory purchase",956
2,17-JUN-98,88873,135613.17,"Automatic EOQ Inventory purchase",976
2,10-APR-98,29387,-116064.95,"Automatic payment of bills",916
2,19-MAR-98,73735,-82326.89,"Automatic payment of bills",896
2,08-DEC-97,22343,-94540.22,"Automatic payment of bills",836
2,20-OCT-97,73735,79274.19,"Automatic EOQ Inventory purchase",816
2,19-MAY-98,89097,-148308.64,"Automatic payment of bills",936
2,23-NOV-97,88873,-79274.19,"Automatic payment of bills",816
2,09-MAR-98,88873,116064.95,"Automatic EOQ Inventory purchase",916
2,13-DEC-97,87295,87288.14,"Automatic EOQ Inventory purchase",856
2,12-JAN-98,29387,-87288.14,"Automatic payment of bills",856
2,16-JAN-98,73735,78183.37,"Automatic EOQ Inventory purchase",876
2,13-FEB-98,51512,82326.89,"Automatic EOQ Inventory purchase",896
2,14-FEB-98,88873,-78183.37,"Automatic payment of bills",876
2,15-NOV-97,22343,94540.22,"Automatic EOQ Inventory purchase",836
3,05-DEC-01,89097,2816.17,"Automatic EOQ Inventory purchase",8385
3,07-OCT-01,73735,-12142.55,"Automatic payment of bills",7718
3,02-DEC-01,89097,-3038.3,"Automatic payment of bills",8366
3,29-NOV-01,15293,-8686.27,"Automatic payment of bills",7743
3,15-NOV-01,15293,-1304.91,"Automatic payment of bills",8347
3,05-NOV-01,87295,3038.3,"Automatic EOQ Inventory purchase",8366
3,30-OCT-01,29387,8686.27,"Automatic EOQ Inventory purchase",7743
3,18-OCT-01,15293,1304.91,"Automatic EOQ Inventory purchase",8347
3,30-SEP-01,73735,-3921.46,"Automatic payment of bills",8327
3,29-SEP-01,51512,-11664.23,"Automatic payment of bills",7693
3,12-SEP-01,15293,-1847.62,"Automatic payment of bills",8308
3,02-SEP-01,51512,3921.46,"Automatic EOQ Inventory purchase",8327
3,02-SEP-01,88873,12142.55,"Automatic EOQ Inventory purchase",7718
3,02-SEP-01,89097,11664.23,"Automatic EOQ Inventory purchase",7693
3,18-AUG-01,88873,-11596.23,"Automatic payment of bills",7668
3,12-AUG-01,29387,1847.62,"Automatic EOQ Inventory purchase",8308
3,25-JUL-01,51512,11596.23,"Automatic EOQ Inventory purchase",7668
3,13-AUG-01,73735,-2377.57,"Automatic payment of bills",8288
3,05-MAR-02,88873,-11757.52,"Automatic payment of bills",7818
3,16-MAY-02,15293,7974.43,"Automatic EOQ Inventory purchase",8491
3,10-MAY-02,88873,-9848.14,"Automatic payment of bills",7893
3,18-FEB-01,29387,230.93,"Automatic EOQ Inventory purchase",8189
3,08-MAY-02,88873,-8288.29,"Automatic payment of bills",8469
3,14-APR-02,89097,-7181.09,"Automatic payment of bills",8447
3,11-APR-02,88873,8288.29,"Automatic EOQ Inventory purchase",8469
3,10-APR-02,29387,9848.14,"Automatic EOQ Inventory purchase",7893
3,02-APR-02,73735,-10835.05,"Automatic payment of bills",7843
3,31-MAR-02,15293,10238.7,"Automatic EOQ Inventory purchase",7868
3,25-APR-02,88873,-10238.7,"Automatic payment of bills",7868
3,05-MAR-02,88873,-6117.04,"Automatic payment of bills",8425
3,06-DEC-01,29387,10522.71,"Automatic EOQ Inventory purchase",7768
3,26-FEB-02,22343,10835.05,"Automatic EOQ Inventory purchase",7843
3,17-FEB-02,29387,-3793.38,"Automatic payment of bills",8405
3,09-FEB-02,73735,11757.52,"Automatic EOQ Inventory purchase",7818
3,01-FEB-02,87295,6117.04,"Automatic EOQ Inventory purchase",8425
3,01-FEB-02,29387,-12561.98,"Automatic payment of bills",7793
3,14-JAN-02,51512,3793.38,"Automatic EOQ Inventory purchase",8405
3,07-JAN-02,51512,-2816.17,"Automatic payment of bills",8385
3,01-JAN-02,87295,12561.98,"Automatic EOQ Inventory purchase",7793
3,31-DEC-01,73735,-10522.71,"Automatic payment of bills",7768
3,13-MAR-02,73735,7181.09,"Automatic EOQ Inventory purchase",8447
3,25-AUG-00,22343,-6376.62,"Automatic payment of bills",7368
3,15-JAN-01,51512,7747.21,"Automatic EOQ Inventory purchase",7518
3,07-JAN-01,88873,8151.36,"Automatic EOQ Inventory purchase",7493
3,07-JAN-01,15293,-5285.29,"Automatic payment of bills",7468
3,04-DEC-00,51512,-5701.94,"Automatic payment of bills",7443
3,30-NOV-00,15293,5285.29,"Automatic EOQ Inventory purchase",7468
3,15-NOV-00,73735,-7412.22,"Automatic payment of bills",7418
3,27-OCT-00,51512,5701.94,"Automatic EOQ Inventory purchase",7443
3,10-MAR-01,73735,4206.54,"Automatic EOQ Inventory purchase",8209
3,26-AUG-00,15293,-8793.71,"Automatic payment of bills",7393
3,16-FEB-01,73735,-7747.21,"Automatic payment of bills",7518
3,02-AUG-00,89097,8793.71,"Automatic EOQ Inventory purchase",7393
3,27-JUL-00,29387,6376.62,"Automatic EOQ Inventory purchase",7368
3,04-JUL-00,22343,-5296.69,"Automatic payment of bills",7343
3,21-JUN-00,22343,-4673.66,"Automatic payment of bills",7318
3,24-MAY-02,88873,8594.7,"Automatic EOQ Inventory purchase",7918
3,26-MAY-00,15293,-1261.68,"Automatic payment of bills",7303
3,13-AUG-03,88873,-10390.32,"Automatic payment of bills",8820
3,13-JUN-00,51512,5296.69,"Automatic EOQ Inventory purchase",7343
3,04-OCT-00,51512,7412.22,"Automatic EOQ Inventory purchase",7418
3,07-MAY-01,15293,14205.37,"Automatic EOQ Inventory purchase",7593
3,14-JUL-01,51512,2377.57,"Automatic EOQ Inventory purchase",8288
3,24-JUN-01,88873,-13014.09,"Automatic payment of bills",7643
3,24-JUN-01,15293,-12997.93,"Automatic payment of bills",7618
3,14-JUN-01,87295,2977.32,"Automatic EOQ Inventory purchase",8268
3,05-JUN-01,29387,-3800.53,"Automatic payment of bills",8248
3,04-JUN-01,89097,13014.09,"Automatic EOQ Inventory purchase",7643
3,04-JUN-01,87295,-14205.37,"Automatic payment of bills",7593
3,30-MAY-01,87295,12997.93,"Automatic EOQ Inventory purchase",7618
3,06-FEB-01,29387,5285.29,"Automatic refund for overpayment",7468
3,08-MAY-01,22343,3800.53,"Automatic EOQ Inventory purchase",8248
3,12-FEB-01,15293,-8151.36,"Automatic payment of bills",7493
3,09-APR-01,87295,2520.92,"Automatic EOQ Inventory purchase",8229
3,09-APR-01,87295,-4206.54,"Automatic payment of bills",8209
3,04-APR-01,22343,-4123.73,"Automatic payment of bills",7568
3,17-MAR-01,87295,-230.93,"Automatic payment of bills",8189
3,16-MAR-01,89097,-7463.9,"Automatic payment of bills",7543
3,04-MAR-01,15293,4123.73,"Automatic EOQ Inventory purchase",7568
3,16-FEB-01,88873,7463.9,"Automatic EOQ Inventory purchase",7543
3,16-JUL-01,22343,-2977.32,"Automatic payment of bills",8268
3,12-MAY-01,51512,-2520.92,"Automatic payment of bills",8229
3,04-JAN-04,29387,-13915.14,"Automatic payment of bills",8947
3,12-MAY-04,51512,9744.88,"Automatic EOQ Inventory purchase",9078
3,03-MAY-04,29387,-12813.05,"Automatic payment of bills",9051
3,04-APR-04,29387,12813.05,"Automatic EOQ Inventory purchase",9051
3,01-APR-04,51512,-15764.71,"Automatic payment of bills",9025
3,10-MAR-04,87295,-13196.91,"Automatic payment of bills",8999
3,02-MAR-04,88873,15764.71,"Automatic EOQ Inventory purchase",9025
3,15-FEB-04,22343,-16375,"Automatic payment of bills",8973
3,12-JUL-03,87295,10390.32,"Automatic EOQ Inventory purchase",8820
3,15-JAN-04,22343,16375,"Automatic EOQ Inventory purchase",8973
3,04-JUL-04,89097,-8100.4,"Automatic payment of bills",9105
3,08-DEC-03,15293,-6191.45,"Automatic payment of bills",8921
3,07-DEC-03,87295,13915.14,"Automatic EOQ Inventory purchase",8947
3,10-NOV-03,88873,6191.45,"Automatic EOQ Inventory purchase",8921
3,08-NOV-03,88873,-4223.8,"Automatic payment of bills",8895
3,07-OCT-03,22343,4223.8,"Automatic EOQ Inventory purchase",8895
3,06-OCT-03,89097,-7020.92,"Automatic payment of bills",8870
3,12-SEP-03,87295,7020.92,"Automatic EOQ Inventory purchase",8870
3,05-SEP-03,87295,-5515.82,"Automatic payment of bills",8845
3,05-FEB-04,87295,13196.91,"Automatic EOQ Inventory purchase",8999
3,14-NOV-04,88873,-3868.42,"Automatic payment of bills",9215
3,18-MAY-00,73735,4673.66,"Automatic EOQ Inventory purchase",7318
3,06-SEP-96,87295,21351.06,"Automatic EOQ Inventory purchase",571
3,26-MAR-05,29387,-9485.74,"Automatic payment of bills",9327
3,20-FEB-05,73735,9485.74,"Automatic EOQ Inventory purchase",9327
3,05-FEB-05,88873,-11968.79,"Automatic payment of bills",9299
3,14-JAN-05,88873,-10830.35,"Automatic payment of bills",9271
3,08-JAN-05,88873,11968.79,"Automatic EOQ Inventory purchase",9299
3,15-DEC-04,88873,10830.35,"Automatic EOQ Inventory purchase",9271
3,05-JUN-04,87295,8100.4,"Automatic EOQ Inventory purchase",9105
3,14-NOV-04,51512,5835.1,"Automatic EOQ Inventory purchase",9243
3,08-JUN-04,22343,-9744.88,"Automatic payment of bills",9078
3,13-OCT-04,51512,3868.42,"Automatic EOQ Inventory purchase",9215
3,10-OCT-04,29387,-10579.95,"Automatic payment of bills",9187
3,09-SEP-04,29387,10579.95,"Automatic EOQ Inventory purchase",9187
3,06-SEP-04,29387,-7977.85,"Automatic payment of bills",9159
3,05-AUG-04,22343,-7174.87,"Automatic payment of bills",9132
3,02-AUG-04,51512,7977.85,"Automatic EOQ Inventory purchase",9159
3,04-JUL-04,51512,7174.87,"Automatic EOQ Inventory purchase",9132
3,09-JUN-03,29387,15464.71,"Automatic EOQ Inventory purchase",8795
3,14-DEC-04,87295,-5835.1,"Automatic payment of bills",9243
3,10-AUG-02,73735,11184.16,"Automatic EOQ Inventory purchase",8558
3,09-AUG-03,51512,5515.82,"Automatic EOQ Inventory purchase",8845
6,16-MAY-94,73735,-2740.8,"Automatic payment of bills",49
6,31-MAY-95,15293,-2738.23,"Automatic payment of bills",302
6,20-APR-94,22343,2740.8,"Automatic EOQ Inventory purchase",49
6,02-OCT-94,87295,2670.23,"Automatic EOQ Inventory purchase",134
6,18-MAR-94,87295,-48.56,"Automatic payment of bills",37
6,04-MAR-94,88873,2081.44,"Automatic EOQ Inventory purchase",43
6,03-MAR-94,88873,-2441.5,"Automatic payment of bills",6
6,17-FEB-94,51512,48.56,"Automatic EOQ Inventory purchase",37
6,04-FEB-94,87295,-25567,"Automatic payment of bills",6
6,01-JAN-94,87295,28008.5,"Initial Purchase for startup",6
6,08-OCT-99,87295,-2669.84,"Automatic payment of bills",1293
6,14-MAY-94,73735,2264.61,"Automatic EOQ Inventory purchase",59
6,02-FEB-95,22343,226.12,"Automatic EOQ Inventory purchase",235
6,05-DEC-94,15293,3160.27,"Automatic EOQ Inventory purchase",170
6,17-APR-95,22343,-3459.32,"Automatic payment of bills",268
6,10-APR-95,22343,3382.97,"Automatic EOQ Inventory purchase",285
6,20-MAR-95,29387,-2673.1,"Automatic payment of bills",251
6,19-MAR-95,73735,3459.32,"Automatic EOQ Inventory purchase",268
6,09-MAR-95,22343,-226.12,"Automatic payment of bills",235
6,06-MAR-95,22343,-3160.27,"Automatic payment of bills",170
6,10-SEP-94,89097,2692.18,"Automatic EOQ Inventory purchase",116
6,04-FEB-95,87295,3160.27,"Automatic refund for overpayment",170
6,11-SEP-94,29387,-3563.07,"Automatic payment of bills",98
6,01-FEB-95,15293,-2634.68,"Automatic payment of bills",188
6,05-JAN-95,15293,-3160.27,"Automatic payment of bills",170
6,04-JAN-95,15293,2634.68,"Automatic EOQ Inventory purchase",188
6,08-DEC-94,15293,-2614.77,"Automatic payment of bills",152
6,08-NOV-94,87295,2614.77,"Automatic EOQ Inventory purchase",152
6,16-JAN-00,87295,6631.02,"Automatic EOQ Inventory purchase",7242
6,09-OCT-94,51512,-2692.18,"Automatic payment of bills",116
6,10-MAY-95,51512,-3382.97,"Automatic payment of bills",285
6,15-FEB-95,51512,2673.1,"Automatic EOQ Inventory purchase",251
6,12-OCT-98,15293,5280.32,"Automatic EOQ Inventory purchase",1060
6,09-FEB-99,22343,1066.85,"Automatic refund for overpayment",1100
6,04-FEB-99,51512,477.74,"Automatic EOQ Inventory purchase",1118
6,12-JAN-99,89097,2934.85,"Automatic EOQ Inventory purchase",8143
6,12-JAN-99,29387,-1066.85,"Automatic payment of bills",1100
6,14-DEC-98,22343,1066.85,"Automatic EOQ Inventory purchase",1100
6,14-DEC-98,88873,-4763.32,"Automatic payment of bills",1080
6,10-DEC-98,88873,1359.37,"Automatic EOQ Inventory purchase",8123
6,20-JUN-98,51512,4852.73,"Automatic EOQ Inventory purchase",980
6,05-NOV-98,89097,-5280.32,"Automatic payment of bills",1060
6,11-MAR-99,73735,-477.74,"Automatic payment of bills",1118
6,30-SEP-98,51512,-4858.27,"Automatic payment of bills",1040
6,12-SEP-98,51512,-4942.56,"Automatic payment of bills",1020
6,03-SEP-98,51512,4858.27,"Automatic EOQ Inventory purchase",1040
6,08-AUG-98,87295,4942.56,"Automatic EOQ Inventory purchase",1020
6,31-JUL-98,88873,-4343.39,"Automatic payment of bills",1000
6,21-JUL-98,73735,-4852.73,"Automatic payment of bills",980
6,06-JUL-98,73735,4343.39,"Automatic EOQ Inventory purchase",1000
6,11-NOV-98,51512,4763.32,"Automatic EOQ Inventory purchase",1080
6,11-AUG-99,88873,5107.08,"Automatic EOQ Inventory purchase",1268
6,01-NOV-94,73735,-2670.23,"Automatic payment of bills",134
6,10-DEC-96,22343,5636.36,"Automatic EOQ Inventory purchase",625
6,12-JAN-00,87295,4933.94,"Automatic EOQ Inventory purchase",1392
6,19-DEC-99,29387,4224.97,"Automatic EOQ Inventory purchase",1367
6,04-DEC-99,88873,-3463.97,"Automatic payment of bills",1342
6,15-NOV-99,22343,-2314.32,"Automatic payment of bills",1318
6,01-NOV-99,73735,3463.97,"Automatic EOQ Inventory purchase",1342
6,11-FEB-99,29387,1204.25,"Automatic EOQ Inventory purchase",8163
6,15-SEP-99,22343,-5107.08,"Automatic payment of bills",1268
6,08-MAR-99,22343,4716.47,"Automatic EOQ Inventory purchase",1143
6,29-JUL-99,22343,-5685.69,"Automatic payment of bills",1243
6,12-JUL-99,29387,-5294.11,"Automatic payment of bills",1218
6,15-JUN-99,51512,-6157.15,"Automatic payment of bills",1193
6,14-MAY-99,73735,6157.15,"Automatic EOQ Inventory purchase",1193
6,13-MAY-99,15293,-5521.5,"Automatic payment of bills",1168
6,14-APR-99,88873,5521.5,"Automatic EOQ Inventory purchase",1168
6,05-APR-99,51512,-4716.47,"Automatic payment of bills",1143
6,10-JUN-99,89097,5294.11,"Automatic EOQ Inventory purchase",1218
6,14-OCT-99,15293,2314.32,"Automatic EOQ Inventory purchase",1318
6,07-MAR-97,51512,-5636.36,"Automatic payment of bills",625
6,03-AUG-97,51512,3456.43,"Automatic EOQ Inventory purchase",780
6,13-JUL-97,88873,3253.04,"Automatic EOQ Inventory purchase",760
6,03-JUL-97,87295,-3315.58,"Automatic payment of bills",740
6,03-JUN-97,22343,3315.58,"Automatic EOQ Inventory purchase",740
6,02-JUN-97,73735,-3221.18,"Automatic payment of bills",720
6,14-MAY-97,88873,-3297.46,"Automatic payment of bills",700
6,04-MAY-97,22343,3221.18,"Automatic EOQ Inventory purchase",720
6,05-AUG-97,88873,-3253.04,"Automatic payment of bills",760
6,04-APR-97,51512,-2357.29,"Automatic payment of bills",680
6,17-MAR-97,73735,-3373.13,"Automatic payment of bills",659
6,12-FEB-97,29387,3373.13,"Automatic EOQ Inventory purchase",659
6,08-FEB-97,73735,5636.36,"Automatic refund for overpayment",625
6,31-JAN-97,22343,-4995.86,"Automatic payment of bills",642
6,11-JAN-97,87295,-5636.36,"Automatic payment of bills",625
6,04-JUN-98,89097,-5168.87,"Automatic payment of bills",960
6,02-JUL-99,87295,5685.69,"Automatic EOQ Inventory purchase",1243
6,04-JAN-97,22343,4995.86,"Automatic EOQ Inventory purchase",642
6,12-DEC-96,15293,-5269.23,"Automatic payment of bills",608
6,10-APR-97,51512,3297.46,"Automatic EOQ Inventory purchase",700
6,31-JAN-98,89097,-3044.72,"Automatic payment of bills",880
6,04-MAY-98,29387,5168.87,"Automatic EOQ Inventory purchase",960
6,13-APR-98,73735,5200.8,"Automatic EOQ Inventory purchase",940
6,15-MAY-98,22343,-5200.8,"Automatic payment of bills",940
6,04-APR-98,88873,-3629.61,"Automatic payment of bills",920
6,06-MAR-97,22343,2357.29,"Automatic EOQ Inventory purchase",680
6,29-AUG-97,15293,-3456.43,"Automatic payment of bills",780
6,12-MAR-98,22343,-3007.59,"Automatic payment of bills",900
6,06-MAR-98,88873,3629.61,"Automatic EOQ Inventory purchase",920
6,11-FEB-98,88873,3007.59,"Automatic EOQ Inventory purchase",900
6,08-JAN-98,87295,-3366.24,"Automatic payment of bills",860
6,17-SEP-97,29387,3144.37,"Automatic EOQ Inventory purchase",800
