"CUSTOMERID","TRANSACTIONDATE","EMPLOYEEID","AMOUNT","DESCRIPTION","REFERENCE"
121,17-AUG-94,51512,-1513.75,"Single/final payment for purchase",338
121,06-JUL-97,34192,-1434.19,"Monthly payment #1",4647
121,02-MAY-97,87295,2868.39,"Order was shipped",4647
121,16-JUL-94,87295,1527.5,"Order was shipped",338
121,03-AUG-97,51512,-1447.94,"Monthly payment #2",4647
121,15-JUN-02,15293,3430.19,"Order was shipped",20932
121,14-JUL-02,51512,-3430.19,"Single/final payment for purchase",20932
122,11-JUN-94,87295,2508,"Order was shipped",75
122,17-JUL-94,51512,-2508,"Single/final payment for purchase",75
123,27-SEP-94,51512,1734,"Order was shipped",181
123,29-OCT-94,51512,-1734,"Single/final payment for purchase",181
124,10-JAN-94,51512,1633.5,"Order was shipped",129
124,14-FEB-94,51512,-1633.5,"Single/final payment for purchase",129
126,18-SEP-94,51512,-1872,"Single/final payment for purchase",92
126,18-AUG-94,15293,1872,"Order was shipped",92
127,20-SEP-97,89097,3734.5,"Order was shipped",4736
127,10-OCT-94,51512,-1645,"Single/final payment for purchase",278
127,26-OCT-97,51512,-3734.5,"Single/final payment for purchase",4736
127,10-SEP-94,87295,1645,"Order was shipped",278
128,11-DEC-94,51512,-2693.5,"Single/final payment for purchase",180
128,06-NOV-94,89097,2693.5,"Order was shipped",180
130,08-MAY-94,29387,2826,"Order was shipped",146
130,09-JUN-94,51512,-2826,"Single/final payment for purchase",146
131,22-DEC-94,87295,1671.25,"Order was shipped",207
131,25-JAN-95,51512,-1686.5,"Single/final payment for purchase",207
131,07-APR-97,87295,2432.5,"Order was shipped",4459
131,08-MAY-97,51512,-2417.25,"Single/final payment for purchase",4459
131,12-DEC-03,89097,5078.5,"Order was shipped",25156
131,14-JAN-04,51512,-5078.5,"Single/final payment for purchase",25156
132,01-DEC-94,51512,-1890.01,"Single/final payment for purchase",49
132,02-NOV-94,51512,1890,"Order was shipped",49
133,15-JUN-94,51512,1320,"Order was shipped",55
133,19-JUL-94,51512,-1320,"Single/final payment for purchase",55
135,14-APR-94,15293,1540,"Order was shipped",101
135,17-MAY-94,51512,-1540,"Single/final payment for purchase",101
136,02-FEB-94,87295,1792.5,"Order was shipped",236
136,05-MAR-94,51512,-1792.5,"Single/final payment for purchase",236
137,05-DEC-94,29387,3546.12,"Order was shipped",941
137,23-MAY-94,51512,-1946.05,"Single/final payment for purchase",56
137,09-MAY-95,46583,-886.53,"Monthly payment #4",941
137,06-APR-95,51512,-886.53,"Monthly payment #3",941
137,06-FEB-95,98766,-886.53,"Monthly payment #1",941
137,20-APR-94,87295,1946.05,"Order was shipped",56
137,11-MAR-95,51512,-886.53,"Monthly payment #2",941
138,19-MAY-98,29387,-567.26,"Monthly payment #4",4360
138,04-FEB-02,51512,-2402,"Single/final payment for purchase",20121
138,20-JUL-98,51512,-567.26,"Monthly payment #6",4360
138,15-AUG-98,29387,-567.24,"Monthly payment #7",4360
138,14-JUN-98,46583,-567.26,"Monthly payment #5",4360
138,17-MAR-98,15293,-567.26,"Monthly payment #2",4360
138,13-FEB-98,51512,-567.26,"Monthly payment #1",4360
138,05-JAN-02,15293,2402,"Order was shipped",20121
138,13-DEC-97,29387,3970.8,"Order was shipped",4360
138,01-MAY-94,46583,-1978,"Single/final payment for purchase",217
138,30-MAR-94,15293,1978,"Order was shipped",217
138,15-APR-98,29387,-567.26,"Monthly payment #3",4360
139,13-FEB-94,15293,2003.27,"Order was shipped",291
139,15-MAR-94,46583,-2003.27,"Single/final payment for purchase",291
141,01-JAN-95,46583,-2163.5,"Single/final payment for purchase",230
141,30-NOV-94,87295,2163.5,"Order was shipped",230
143,04-APR-94,89097,1872,"Order was shipped",318
143,06-MAY-94,46583,-1872,"Single/final payment for purchase",318
146,26-OCT-94,87295,-715.25,"Monthly payment #4",177
146,24-JUL-94,87295,-715.25,"Monthly payment #1",177
146,25-NOV-94,51512,-715.25,"Monthly payment #5",177
146,22-AUG-94,34192,-641,"Monthly payment #2",177
146,22-MAY-94,51512,3502,"Order was shipped",177
146,23-SEP-94,46583,-715.25,"Monthly payment #3",177
147,22-AUG-94,15293,3330,"Order was shipped",260
147,23-SEP-94,51512,-3330,"Single/final payment for purchase",260
148,29-JAN-94,89097,2358,"Order was shipped",330
148,04-MAR-94,51512,-2358,"Single/final payment for purchase",330
150,12-MAR-94,15293,2384.2,"Order was shipped",766
150,13-APR-94,51512,-2384.2,"Single/final payment for purchase",766
150,01-AUG-94,51512,3060,"Order was shipped",228
150,01-SEP-94,51512,-3060,"Single/final payment for purchase",228
152,30-MAR-95,89097,-215.03,"Monthly payment #5",82
152,30-SEP-94,89097,1532.8,"Order was shipped",82
152,30-APR-95,15293,-215.03,"Monthly payment #6",82
152,31-MAY-95,15293,-215.0199,"Monthly payment #7",82
152,28-JAN-95,89097,-215.03,"Monthly payment #3",82
152,03-DEC-94,98766,-215.03,"Monthly payment #1",82
152,04-JAN-95,29387,-242.63,"Monthly payment #2",82
152,05-MAR-95,46583,-215.03,"Monthly payment #4",82
153,15-DEC-94,29387,3144.64,"Order was shipped",335
153,16-FEB-95,98766,-1013.31,"Monthly payment #1",335
153,21-MAR-95,29387,-1065.67,"Monthly payment #2",335
153,17-APR-95,15293,-1065.66,"Monthly payment #3",335
155,08-APR-94,51512,-952.01,"Monthly payment #2",806
155,03-APR-95,98766,-447.34,"Monthly payment #3",185
155,31-JAN-95,15293,-447.33,"Monthly payment #2",185
155,28-DEC-94,15293,-447.33,"Monthly payment #1",185
155,25-OCT-94,29387,1357,"Order was shipped",185
155,11-MAY-94,29387,-952.01,"Monthly payment #3",806
155,12-MAR-94,51512,-952.02,"Monthly payment #1",806
155,13-FEB-94,34192,-2632.58,"Single/final payment for purchase",994
155,10-JAN-94,15293,2617.55,"Order was shipped",994
155,08-JAN-94,89097,3808.03,"Order was shipped",806
155,12-JUN-94,34192,-951.99,"Monthly payment #4",806
156,04-JUL-02,87295,-436.63,"Monthly payment #1",20827
156,05-JAN-03,46583,-436.63,"Monthly payment #7",20827
156,06-DEC-02,87295,-436.63,"Monthly payment #6",20827
156,06-NOV-02,89097,-436.63,"Monthly payment #5",20827
156,06-OCT-02,89097,-436.63,"Monthly payment #4",20827
156,09-FEB-03,29387,-436.5903,"Monthly payment #8",20827
156,04-AUG-02,15293,-436.63,"Monthly payment #2",20827
156,21-AUG-97,29387,-2873.5,"Single/final payment for purchase",4683
156,19-JUL-97,89097,2873.5,"Order was shipped",4683
156,07-JUL-94,34192,-488.9999,"Monthly payment #4",311
156,07-JUN-94,87295,-488.98,"Monthly payment #3",311
156,07-MAY-94,87295,-488.98,"Monthly payment #2",311
156,06-APR-94,34192,-466.79,"Monthly payment #1",311
156,05-FEB-94,29387,1933.75,"Order was shipped",311
156,05-SEP-02,15293,-436.63,"Monthly payment #3",20827
156,04-MAY-02,29387,3493,"Order was shipped",20827
158,19-JAN-94,87295,2693.5,"Order was shipped",68
158,19-FEB-94,34192,-2693.5,"Single/final payment for purchase",68
163,26-DEC-94,89097,3483.2,"Order was shipped",125
163,27-JAN-95,34192,-3483.2,"Single/final payment for purchase",125
163,29-APR-94,34192,-2481.8,"Single/final payment for purchase",943
163,24-MAR-94,51512,2481.8,"Order was shipped",943
164,14-JUL-94,34192,-588.67,"Monthly payment #1",166
164,11-AUG-94,51512,-588.67,"Monthly payment #2",166
164,09-SEP-94,51512,-588.66,"Monthly payment #3",166
164,23-MAR-97,15293,2868.39,"Order was shipped",4255
164,21-APR-97,29387,-2868.38,"Single/final payment for purchase",4255
164,07-MAY-94,15293,1766,"Order was shipped",166
165,22-AUG-94,89097,1382.5,"Order was shipped",97
165,25-SEP-94,51512,-1407.5,"Single/final payment for purchase",97
165,11-JUL-97,29387,3199,"Order was shipped",4281
165,12-AUG-97,29387,-3174,"Single/final payment for purchase",4281
167,28-APR-94,87295,-1229.5,"Monthly payment #1",764
167,30-MAY-94,15293,-1229.5,"Monthly payment #2",764
167,20-SEP-94,15293,-1645,"Single/final payment for purchase",227
167,13-JAN-94,51512,3603.5,"Order was shipped",877
167,16-MAR-94,87295,-1801.75,"Monthly payment #1",877
167,18-AUG-94,51512,1645,"Order was shipped",227
167,25-FEB-94,87295,2459,"Order was shipped",764
167,16-APR-94,46583,-1801.75,"Monthly payment #2",877
168,24-FEB-94,29387,2294.25,"Order was shipped",322
168,27-MAR-94,15293,-2294.25,"Single/final payment for purchase",322
169,02-OCT-94,51512,1370,"Order was shipped",218
169,29-NOV-94,15293,-3995,"Single/final payment for purchase",786
169,29-OCT-94,87295,3995,"Order was shipped",786
169,19-MAY-94,15293,-3680,"Single/final payment for purchase",773
169,13-APR-94,87295,3745,"Order was shipped",773
169,08-NOV-94,15293,-1435,"Single/final payment for purchase",218
170,25-APR-94,15293,3538.11,"Order was shipped",238
170,28-MAY-94,15293,-3538.14,"Single/final payment for purchase",238
171,26-JAN-94,87295,2312,"Order was shipped",1012
171,25-NOV-94,87295,3963.84,"Order was shipped",1046
171,14-JAN-95,29387,-1068.5,"Monthly payment #1",280
171,14-FEB-95,51512,-1068.5,"Monthly payment #2",280
171,31-DEC-94,51512,-3983.34,"Single/final payment for purchase",1046
171,09-NOV-94,51512,2156.5,"Order was shipped",280
171,08-OCT-94,15293,-3039.6,"Single/final payment for purchase",984
171,28-FEB-94,15293,-2312,"Single/final payment for purchase",1012
171,08-SEP-94,87295,3039.6,"Order was shipped",984
176,31-JAN-02,34192,-558.63,"Monthly payment #1",19872
176,28-JUL-02,89097,-558.63,"Monthly payment #7",19872
176,14-JUN-94,51512,3563,"Order was shipped",1027
176,26-JUN-02,46583,-558.63,"Monthly payment #6",19872
176,27-AUG-02,29387,-558.5903,"Monthly payment #8",19872
176,02-JUN-02,98766,-648.63,"Monthly payment #5",19872
176,27-APR-02,87295,-558.63,"Monthly payment #4",19872
176,01-APR-02,98766,-558.63,"Monthly payment #3",19872
176,03-MAR-02,51512,-558.63,"Monthly payment #2",19872
176,02-JUL-97,51512,-1460.69,"Monthly payment #2",4280
176,03-JUN-97,87295,-1460.69,"Monthly payment #1",4280
176,01-APR-97,89097,2921.39,"Order was shipped",4280
176,31-MAR-97,29387,-2518.59,"Single/final payment for purchase",4538
176,25-FEB-97,29387,2518.6,"Order was shipped",4538
176,15-JUN-94,51512,-3160.02,"Single/final payment for purchase",142
176,13-MAY-94,15293,3250,"Order was shipped",142
176,16-JUL-94,51512,-3563,"Single/final payment for purchase",1027
176,29-NOV-01,51512,4469,"Order was shipped",19872
178,10-AUG-94,51512,-1819.02,"Single/final payment for purchase",190
178,13-DEC-01,87295,4437.2,"Order was shipped",19943
178,06-JUL-94,87295,1819,"Order was shipped",190
178,13-JAN-02,29387,-4437.19,"Single/final payment for purchase",19943
180,18-JUL-94,51512,1870,"Order was shipped",294
180,22-AUG-94,51512,-1870,"Single/final payment for purchase",294
180,09-JUN-97,15293,3940,"Order was shipped",4295
180,10-JUL-97,51512,-3940,"Single/final payment for purchase",4295
180,19-DEC-02,87295,3710,"Order was shipped",21930
180,25-JAN-03,29387,-3710,"Single/final payment for purchase",21930
181,25-APR-02,34192,-736.75,"Monthly payment #2",19936
181,27-MAR-02,89097,-724.25,"Monthly payment #1",19936
181,22-MAY-02,15293,-736.75,"Monthly payment #3",19936
181,08-DEC-94,51512,-1395,"Single/final payment for purchase",221
181,11-NOV-94,51512,1382.5,"Order was shipped",221
181,20-DEC-01,29387,2947,"Order was shipped",19936
181,22-JUN-02,98766,-736.75,"Monthly payment #4",19936
184,14-MAR-94,15293,2258.73,"Order was shipped",288
184,19-MAY-94,46583,-325,"Monthly payment #1",288
184,19-JUN-94,34192,-325,"Monthly payment #2",288
184,14-JUL-94,51512,-308.73,"Monthly payment #3",288
184,16-AUG-94,89097,-325,"Monthly payment #4",288
184,15-SEP-94,46583,-325,"Monthly payment #5",288
184,12-OCT-94,15293,-325,"Monthly payment #6",288
184,16-NOV-94,46583,-325,"Monthly payment #7",288
192,02-JUN-94,51512,2490.5,"Order was shipped",911
192,04-DEC-94,46583,-1561,"Single/final payment for purchase",154
192,03-JUL-94,46583,-2469.51,"Single/final payment for purchase",911
192,28-OCT-94,15293,1540,"Order was shipped",154
193,16-SEP-94,29387,1929.38,"Order was shipped",320
193,21-OCT-94,46583,-1929.38,"Single/final payment for purchase",320
194,05-JUN-94,29387,1427.88,"Order was shipped",332
544,03-NOV-94,34192,-3573.6,"Single/final payment for purchase",902
545,27-SEP-94,89097,-3557.4,"Single/final payment for purchase",367
545,14-NOV-97,51512,2847.19,"Order was shipped",4481
545,14-DEC-97,29387,-2847.19,"Single/final payment for purchase",4481
545,28-AUG-94,51512,3557.4,"Order was shipped",367
546,19-JUL-94,87295,3928.4,"Order was shipped",368
546,24-AUG-94,34192,-3928.4,"Single/final payment for purchase",368
547,26-JUL-94,34192,-3788.2,"Single/final payment for purchase",808
547,24-SEP-94,51512,2451.6,"Order was shipped",369
547,25-JUN-94,15293,3788.2,"Order was shipped",808
547,24-JUN-94,34192,-2488.2,"Single/final payment for purchase",935
547,24-MAY-94,87295,2488.2,"Order was shipped",935
547,27-OCT-94,34192,-2451.6,"Single/final payment for purchase",369
548,02-APR-94,51512,2327.8,"Order was shipped",370
548,08-MAY-94,34192,-2327.8,"Single/final payment for purchase",370
549,05-JUN-94,15293,2030,"Order was shipped",371
549,12-JUL-94,34192,-2030,"Single/final payment for purchase",371
550,18-NOV-94,34192,-2579.5,"Single/final payment for purchase",372
550,25-DEC-97,29387,-3440.5,"Single/final payment for purchase",4722
550,21-NOV-97,87295,3440.5,"Order was shipped",4722
550,12-SEP-94,34192,-3435.52,"Single/final payment for purchase",970
550,14-AUG-94,29387,3435.5,"Order was shipped",970
550,14-OCT-94,87295,2579.5,"Order was shipped",372
551,03-AUG-94,34192,-3225,"Single/final payment for purchase",907
551,05-MAR-03,15293,-3680,"Single/final payment for purchase",22047
551,03-FEB-03,89097,3680,"Order was shipped",22047
551,23-FEB-99,89097,-810,"Monthly payment #2",8374
551,10-NOV-98,29387,1620,"Order was shipped",8374
551,02-JUL-94,87295,3225,"Order was shipped",907
551,01-JUL-94,34192,-3395,"Single/final payment for purchase",956
551,02-JUN-94,89097,3395,"Order was shipped",956
551,22-MAR-94,34192,-4250,"Single/final payment for purchase",373
551,18-FEB-94,87295,4250,"Order was shipped",373
551,04-FEB-99,34192,-810,"Monthly payment #1",8374
552,13-JAN-95,89097,-656.5,"Monthly payment #4",374
552,14-FEB-95,46583,-656.5,"Monthly payment #5",374
552,21-JAN-05,15293,-3748.19,"Single/final payment for purchase",28022
552,21-DEC-04,51512,3748.19,"Order was shipped",28022
552,14-DEC-94,51512,-656.5,"Monthly payment #3",374
552,12-JUL-94,29387,3939,"Order was shipped",374
552,11-NOV-94,46583,-656.5,"Monthly payment #2",374
552,14-SEP-94,46583,-656.5,"Monthly payment #1",374
552,17-MAR-95,46583,-656.5,"Monthly payment #6",374
553,05-SEP-94,89097,-751.76,"Monthly payment #4",375
553,06-OCT-94,89097,-751.76,"Monthly payment #5",375
553,04-AUG-94,29387,-751.76,"Monthly payment #3",375
553,08-JUL-94,87295,-751.76,"Monthly payment #2",375
553,07-JUN-94,15293,-751.78,"Monthly payment #1",375
553,02-APR-94,89097,3758.8,"Order was shipped",375
554,13-JUL-94,89097,-4155,"Single/final payment for purchase",792
554,14-NOV-94,87295,4060,"Order was shipped",376
554,19-DEC-94,89097,-4060,"Single/final payment for purchase",376
554,11-JUN-94,87295,4155,"Order was shipped",792
555,21-JUN-94,34192,-1974.8,"Monthly payment #2",377
555,12-MAR-94,15293,3949.6,"Order was shipped",377
555,20-MAY-94,87295,-1974.82,"Monthly payment #1",377
556,22-DEC-01,51512,3881,"Order was shipped",20067
556,19-JAN-02,15293,-3881,"Single/final payment for purchase",20067
556,08-APR-94,15293,3046.7,"Order was shipped",378
556,08-MAY-94,34192,-3046.7,"Single/final payment for purchase",378
557,15-MAY-94,89097,2430,"Order was shipped",379
557,16-JUN-94,34192,-2430,"Single/final payment for purchase",379
557,12-APR-97,51512,2690,"Order was shipped",4581
557,18-MAY-97,29387,-2690,"Single/final payment for purchase",4581
558,04-APR-94,89097,-1274,"Monthly payment #1",380
558,29-JAN-04,15293,-5246.5,"Single/final payment for purchase",25211
558,28-DEC-03,87295,5246.5,"Order was shipped",25211
558,03-MAR-98,89097,-2065,"Single/final payment for purchase",8272
558,24-JAN-98,51512,2065,"Order was shipped",8272
558,26-DEC-97,29387,-2821,"Single/final payment for purchase",4400
558,02-MAY-94,15293,-1274,"Monthly payment #2",380
558,29-JAN-94,51512,2548,"Order was shipped",380
558,27-NOV-97,51512,2821,"Order was shipped",4400
559,13-APR-94,15293,-3380,"Single/final payment for purchase",381
559,09-MAR-94,51512,3380,"Order was shipped",381
560,01-NOV-94,15293,-1946.2,"Single/final payment for purchase",382
560,01-OCT-94,87295,1946.2,"Order was shipped",382
561,14-JUL-94,87295,-333.2,"Monthly payment #5",383
561,12-DEC-02,15293,-2900.19,"Single/final payment for purchase",21823
561,16-AUG-94,34192,-333.2,"Monthly payment #6",383
561,15-JUN-94,34192,-333.2,"Monthly payment #4",383
561,16-MAY-94,51512,-333.2,"Monthly payment #3",383
561,16-APR-94,15293,-333.2,"Monthly payment #2",383
561,19-MAR-94,29387,-333.2,"Monthly payment #1",383
561,14-JAN-94,51512,1999.2,"Order was shipped",383
561,12-NOV-02,87295,2900.19,"Order was shipped",21823
562,24-APR-97,51512,-1093.93,"Monthly payment #1",4745
562,28-NOV-94,15293,-1245.87,"Monthly payment #2",384
562,28-MAR-02,15293,-4606.78,"Single/final payment for purchase",20440
562,24-FEB-02,29387,4606.79,"Order was shipped",20440
562,23-JUN-97,34192,-1093.94,"Monthly payment #3",4745
562,28-MAY-97,46583,-1093.93,"Monthly payment #2",4745
562,28-JUL-94,29387,2026,"Order was shipped",810
562,23-FEB-97,29387,3281.8,"Order was shipped",4745
562,01-NOV-94,89097,-1245.87,"Monthly payment #1",384
562,31-OCT-94,98766,-1013,"Monthly payment #2",810
562,28-SEP-94,15293,-1013.03,"Monthly payment #1",810
562,27-AUG-94,15293,3737.6,"Order was shipped",384
562,31-DEC-94,51512,-1245.86,"Monthly payment #3",384
563,09-JUN-94,51512,-4458.4,"Single/final payment for purchase",385
563,06-MAY-94,89097,4458.4,"Order was shipped",385
564,19-MAR-94,15293,2075.5,"Order was shipped",386
564,20-APR-94,51512,-2075.5,"Single/final payment for purchase",386
565,06-JUL-94,29387,2548,"Order was shipped",387
565,10-AUG-94,51512,-2548,"Single/final payment for purchase",387
565,01-JUN-97,29387,3241,"Order was shipped",4480
565,04-JUL-97,34192,-3241,"Single/final payment for purchase",4480
565,17-JUN-98,87295,1897,"Order was shipped",8572
565,01-AUG-98,89097,-1897,"Single/final payment for purchase",8572
566,29-OCT-94,15293,3430,"Order was shipped",388
566,02-DEC-94,51512,-3430,"Single/final payment for purchase",388
567,07-FEB-95,34192,-1313.65,"Monthly payment #1",389
567,14-MAR-95,89097,-1265.85,"Monthly payment #2",389
567,09-DEC-94,87295,2579.5,"Order was shipped",389
568,28-APR-95,87295,-376.46,"Monthly payment #4",390
568,25-JUL-95,46583,-376.4399,"Monthly payment #7",390
568,29-MAY-95,46583,-376.46,"Monthly payment #5",390
568,01-APR-95,29387,-376.46,"Monthly payment #3",390
