PURCHASEORDERID,EMPLOYEEID,MANUFACTURERID,TOTALLIST,SHIPPINGCOST,DISCOUNT,ORDERDATE,RECEIVEDATE,AMOUNTDUE
230,89097,16,705.46,20,31.04,1-Dec-94,17-Dec-94,694.42
231,22343,16,278.94,20,4.58,1-Jan-95,4-Jan-95,294.36
232,22343,2,3647.44,20,12.73,1-Feb-95,19-Feb-95,3654.71
233,22343,3,790.12,20,14.36,1-Feb-95,19-Feb-95,795.76
234,88873,5,230.09,20,9.66,1-Feb-95,6-Feb-95,240.43
235,22343,6,206.53,20,0.41,1-Feb-95,2-Feb-95,226.12
236,22343,8,524.42,20,7.38,1-Feb-95,11-Feb-95,537.04
237,89097,10,47.42,20,0.92,1-Feb-95,1-Feb-95,66.5
238,73735,11,28.21,20,1.37,1-Feb-95,14-Feb-95,46.84
239,73735,12,253.14,20,1.72,1-Feb-95,14-Feb-95,271.42
240,88873,15,86.52,20,1.37,1-Feb-95,15-Feb-95,105.15
241,87295,16,202.27,20,1,1-Feb-95,19-Feb-95,221.27
242,29387,17,7.44,20,0.28,1-Feb-95,16-Feb-95,27.16
243,87295,18,690.12,20,16.42,1-Feb-95,12-Feb-95,693.7
244,51512,29,100.86,20,1.96,1-Feb-95,7-Feb-95,118.9
245,87295,33,246.05,20,0.78,1-Feb-95,17-Feb-95,265.27
246,15293,34,800.07,20,20.07,1-Feb-95,11-Feb-95,800
247,73735,2,39385.72,20,1813.35,1-Feb-95,6-Feb-95,37592.37
248,51512,3,15412.66,20,500.58,1-Feb-95,10-Feb-95,14932.08
249,87295,4,1126.17,20,25.58,1-Feb-95,18-Feb-95,1120.59
250,51512,5,2155.05,20,59.85,1-Feb-95,17-Feb-95,2115.2
251,51512,6,2724.23,20,71.13,1-Feb-95,15-Feb-95,2673.1
252,51512,8,9272.95,20,408.9,1-Feb-95,19-Feb-95,8884.05
253,15293,9,857.5,20,11.49,1-Feb-95,11-Feb-95,866.01
254,51512,10,343.8,20,16.87,1-Feb-95,8-Feb-95,346.93
255,29387,11,1390.16,20,4.08,1-Feb-95,15-Feb-95,1406.08
256,29387,12,2186.34,20,12.11,1-Feb-95,16-Feb-95,2194.23
257,22343,15,1252.54,20,33.26,1-Feb-95,13-Feb-95,1239.28
258,87295,16,3796.79,20,128.84,1-Feb-95,4-Feb-95,3687.95
259,88873,17,288.37,20,5.88,1-Feb-95,11-Feb-95,302.49
260,73735,18,4795.06,20,171.67,1-Feb-95,14-Feb-95,4643.39
261,87295,29,1282.43,20,19.28,1-Feb-95,20-Feb-95,1283.15
262,87295,33,14454.2,20,478.66,1-Feb-95,11-Feb-95,13995.54
263,73735,34,10697.58,20,521.04,1-Feb-95,15-Feb-95,10196.54
264,29387,2,47763.91,20,218.15,1-Mar-95,18-Mar-95,47565.76
265,22343,3,17621.34,20,239.63,1-Mar-95,19-Mar-95,17401.71
266,29387,4,2634.6,20,119.06,1-Mar-95,4-Mar-95,2535.54
267,73735,5,3142.82,20,66.29,1-Mar-95,5-Mar-95,3096.53
268,73735,6,3513.52,20,74.2,1-Mar-95,19-Mar-95,3459.32
269,22343,8,15265.31,20,420.78,1-Mar-95,14-Mar-95,14864.53
270,87295,9,1455.75,20,18.35,1-Mar-95,16-Mar-95,1457.4
271,22343,10,443.27,20,16.4,1-Mar-95,10-Mar-95,446.87
272,51512,11,1524.65,20,4.48,1-Mar-95,18-Mar-95,1540.17
273,73735,12,2781.76,20,120,1-Mar-95,11-Mar-95,2681.76
274,88873,15,2008.53,20,24.54,1-Mar-95,6-Mar-95,2003.99
275,29387,16,8816.64,20,376.87,1-Mar-95,12-Mar-95,8459.77
276,73735,17,472.9,20,5.57,1-Mar-95,3-Mar-95,487.33
277,29387,18,7060.46,20,149.18,1-Mar-95,11-Mar-95,6931.28
278,29387,29,1483.69,20,63.39,1-Mar-95,2-Mar-95,1440.3
279,22343,33,18861.52,20,505.02,1-Mar-95,4-Mar-95,18376.5
280,88873,34,13285.28,20,325.27,1-Mar-95,18-Mar-95,12980.01
281,88873,2,50337.87,20,933.85,1-Apr-95,6-Apr-95,49424.02
282,51512,3,17302.76,20,331.89,1-Apr-95,13-Apr-95,16990.87
283,22343,4,1601.4,20,28.63,1-Apr-95,12-Apr-95,1592.77
284,51512,5,2960.57,20,58.9,1-Apr-95,1-Apr-95,2921.67
285,22343,6,3409.02,20,46.05,1-Apr-95,10-Apr-95,3382.97
286,22343,8,15317.31,20,67.45,1-Apr-95,8-Apr-95,15269.86
287,51512,9,1044.31,20,31.76,1-Apr-95,11-Apr-95,1032.55
288,89097,10,391.32,20,1.32,1-Apr-95,13-Apr-95,410
289,22343,11,1607.19,20,5.68,1-Apr-95,18-Apr-95,1621.51
290,51512,12,2506.35,20,64.27,1-Apr-95,13-Apr-95,2462.08
291,87295,15,1743.85,20,72.18,1-Apr-95,7-Apr-95,1691.67
292,22343,16,2835.14,20,41.83,1-Apr-95,11-Apr-95,2813.31
293,88873,17,339.95,20,8.54,1-Apr-95,13-Apr-95,351.41
294,15293,18,6583.65,20,6.34,1-Apr-95,15-Apr-95,6597.31
295,51512,29,1582,20,45.44,1-Apr-95,13-Apr-95,1556.56
296,89097,33,14921.76,20,424.87,1-Apr-95,10-Apr-95,14516.89
297,22343,34,15273.13,20,139.3,1-Apr-95,9-Apr-95,15153.83
298,29387,2,42967.55,20,1287.96,1-May-95,15-May-95,41699.59
299,22343,3,14325.31,20,589.15,1-May-95,3-May-95,13756.16
300,88873,4,1828.4,20,43.75,1-May-95,11-May-95,1804.65
301,88873,5,2730.32,20,106.48,1-May-95,17-May-95,2643.84
302,22343,6,2830.24,20,112.01,1-May-95,4-May-95,2738.23
303,73735,8,13558.17,20,185.57,1-May-95,20-May-95,13392.6
304,51512,9,1359.3,20,61.21,1-May-95,3-May-95,1318.09
305,73735,10,474.18,20,19.15,1-May-95,20-May-95,475.03
306,22343,11,1147.18,20,22.95,1-May-95,15-May-95,1144.23
307,88873,12,1941.36,20,6.35,1-May-95,7-May-95,1955.01
308,29387,15,1820.64,20,18.69,1-May-95,8-May-95,1821.95
309,51512,16,6103.43,20,304.82,1-May-95,12-May-95,5818.61
310,73735,17,366.39,20,12.69,1-May-95,14-May-95,373.7
311,15293,18,6406.46,20,174.12,1-May-95,10-May-95,6252.34
312,15293,29,1109.11,20,47.67,1-May-95,14-May-95,1081.44
313,51512,33,14368.97,20,580.5,1-May-95,12-May-95,13808.47
314,22343,34,15365.73,20,555.14,1-May-95,12-May-95,14830.59
315,15293,2,44647.04,20,438.14,1-Jun-95,14-Jun-95,44228.9
316,87295,3,16511.88,20,583.71,1-Jun-95,12-Jun-95,15948.17
317,15293,4,1578.12,20,3.81,1-Jun-95,17-Jun-95,1594.31
318,51512,5,2717.21,20,14.02,1-Jun-95,11-Jun-95,2723.19
319,22343,6,3166.33,20,71.47,1-Jun-95,14-Jun-95,3114.86
320,88873,8,10219.94,20,445.72,1-Jun-95,3-Jun-95,9794.22
321,89097,9,1056.42,20,45.08,1-Jun-95,9-Jun-95,1031.34
322,29387,10,324.9,20,14.78,1-Jun-95,3-Jun-95,330.12
323,87295,11,1549.12,20,54.54,1-Jun-95,20-Jun-95,1514.58
324,73735,12,2823.7,20,137.63,1-Jun-95,7-Jun-95,2706.07
325,29387,15,1589.14,20,66.05,1-Jun-95,13-Jun-95,1543.09
326,22343,16,5225.91,20,20.35,1-Jun-95,3-Jun-95,5225.56
327,22343,17,328.64,20,7.53,1-Jun-95,14-Jun-95,341.11
328,73735,18,6555.52,20,153.01,1-Jun-95,13-Jun-95,6422.51
329,51512,29,1552.92,20,6.85,1-Jun-95,20-Jun-95,1566.07
330,29387,33,15117.37,20,229.89,1-Jun-95,10-Jun-95,14907.48
331,88873,34,12829.19,20,459.08,1-Jun-95,9-Jun-95,12390.11
332,87295,2,47156.21,20,345.62,1-Jul-95,9-Jul-95,46830.59
333,89097,3,18953.16,20,301.44,1-Jul-95,4-Jul-95,18671.72
334,87295,4,2973.96,20,95.7,1-Jul-95,7-Jul-95,2898.26
335,29387,5,3095.46,20,55.09,1-Jul-95,7-Jul-95,3060.37
336,88873,6,3582.4,20,29.83,1-Jul-95,6-Jul-95,3572.57
337,89097,8,16786.78,20,751.4,1-Jul-95,14-Jul-95,16055.38
338,29387,9,1033.43,20,35.79,1-Jul-95,20-Jul-95,1017.64
339,15293,10,307.3,20,10.96,1-Jul-95,7-Jul-95,316.34
340,73735,11,1839.91,20,74.07,1-Jul-95,8-Jul-95,1785.84
341,29387,12,2729.86,20,91.31,1-Jul-95,18-Jul-95,2658.55
342,51512,15,2022.77,20,7.2,1-Jul-95,16-Jul-95,2035.57
343,22343,16,7092.44,20,349.48,1-Jul-95,2-Jul-95,6762.96
344,87295,17,499.96,20,22.72,1-Jul-95,11-Jul-95,497.24
345,15293,18,7209.31,20,126.02,1-Jul-95,6-Jul-95,7103.29
346,51512,29,1807.56,20,37.16,1-Jul-95,12-Jul-95,1790.4
347,88873,33,13179.77,20,112.46,1-Jul-95,4-Jul-95,13087.31
348,29387,34,21306.07,20,899.9,1-Jul-95,3-Jul-95,20426.17
349,22343,2,45005.81,20,226.3,1-Aug-95,15-Aug-95,44799.51
350,51512,3,17935.51,20,827.84,1-Aug-95,4-Aug-95,17127.67
351,29387,4,2999.92,20,134.51,1-Aug-95,7-Aug-95,2885.41
352,87295,5,3106.86,20,74.44,1-Aug-95,1-Aug-95,3052.42
353,29387,6,3377.14,20,53.68,1-Aug-95,11-Aug-95,3343.46
354,88873,8,20281.5,20,756.4,1-Aug-95,16-Aug-95,19545.1
355,73735,9,1752.76,20,66.38,1-Aug-95,13-Aug-95,1706.38
356,73735,10,278.4,20,13.28,1-Aug-95,20-Aug-95,285.12
357,73735,11,1426.12,20,70.82,1-Aug-95,17-Aug-95,1375.3
358,87295,12,2431.36,20,107.95,1-Aug-95,12-Aug-95,2343.41
359,29387,15,2135.15,20,57.53,1-Aug-95,19-Aug-95,2097.62
360,22343,16,9058.9,20,410.91,1-Aug-95,9-Aug-95,8667.99
361,22343,17,456.58,20,13.17,1-Aug-95,10-Aug-95,463.41
362,22343,18,6015.9,20,75.72,1-Aug-95,11-Aug-95,5960.18
363,73735,29,1477.66,20,14.19,1-Aug-95,14-Aug-95,1483.47
364,22343,33,16723.45,20,190.52,1-Aug-95,19-Aug-95,16552.93
365,88873,34,15017.04,20,657.45,1-Aug-95,17-Aug-95,14379.59
366,22343,2,50322.43,20,1709.24,1-Sep-95,4-Sep-95,48633.19
367,22343,3,17617.75,20,8.65,1-Sep-95,17-Sep-95,17629.1
368,15293,4,2056.32,20,69.91,1-Sep-95,16-Sep-95,2006.41
369,15293,5,3237.54,20,140.85,1-Sep-95,14-Sep-95,3116.69
370,29387,6,3741.78,20,123.33,1-Sep-95,13-Sep-95,3638.45
371,73735,8,13952.17,20,147.12,1-Sep-95,3-Sep-95,13825.05
372,29387,9,1365.54,20,15.23,1-Sep-95,6-Sep-95,1370.31
373,88873,10,307.16,20,10.96,1-Sep-95,3-Sep-95,316.2
374,87295,11,1827.63,20,83.17,1-Sep-95,1-Sep-95,1764.46
375,29387,12,2789.36,20,43.15,1-Sep-95,7-Sep-95,2766.21
376,73735,15,2179.67,20,80.07,1-Sep-95,4-Sep-95,2119.6
377,87295,16,6892.2,20,10.12,1-Sep-95,11-Sep-95,6902.08
378,22343,17,499.83,20,16.35,1-Sep-95,9-Sep-95,503.48
379,29387,18,9394.9,20,406.02,1-Sep-95,7-Sep-95,9008.88
380,87295,29,1712.63,20,79.95,1-Sep-95,17-Sep-95,1652.68
381,51512,33,20790.56,20,486.43,1-Sep-95,4-Sep-95,20324.13
382,73735,34,12909.58,20,399.75,1-Sep-95,20-Sep-95,12529.83
383,88873,2,55943.44,20,928.39,1-Oct-95,7-Oct-95,55035.05
384,73735,3,17630.37,20,571.99,1-Oct-95,20-Oct-95,17078.38
385,73735,4,2027.1,20,82.08,1-Oct-95,9-Oct-95,1965.02
386,15293,5,3423.38,20,146.87,1-Oct-95,1-Oct-95,3296.51
387,73735,6,3687.38,20,177.42,1-Oct-95,18-Oct-95,3529.96
388,51512,8,15121.38,20,391.84,1-Oct-95,12-Oct-95,14749.54
389,73735,9,1368.73,20,2.25,1-Oct-95,8-Oct-95,1386.48
390,22343,10,635.32,20,24.76,1-Oct-95,20-Oct-95,630.56
391,51512,11,1573.62,20,28.3,1-Oct-95,12-Oct-95,1565.32
392,73735,12,3052.35,20,26.85,1-Oct-95,11-Oct-95,3045.5
393,87295,15,2131.89,20,61.62,1-Oct-95,8-Oct-95,2090.27
394,87295,16,6087.8,20,199.76,1-Oct-95,9-Oct-95,5908.04
395,87295,17,456.92,20,7.83,1-Oct-95,17-Oct-95,469.09
396,51512,18,8659.14,20,252.72,1-Oct-95,2-Oct-95,8426.42
397,15293,29,1532.09,20,60.35,1-Oct-95,10-Oct-95,1491.74
398,29387,33,17294.24,20,695.77,1-Oct-95,8-Oct-95,16618.47
399,88873,34,9946.51,20,97.14,1-Oct-95,16-Oct-95,9869.37
400,51512,2,37994.4,20,639.81,1-Nov-95,11-Nov-95,37374.59
401,88873,3,15315.74,20,730.98,1-Nov-95,18-Nov-95,14604.76
402,89097,4,2142.88,20,12.42,1-Nov-95,4-Nov-95,2150.46
403,29387,5,2347.65,20,43.66,1-Nov-95,1-Nov-95,2323.99
404,15293,6,2791.79,20,69.18,1-Nov-95,11-Nov-95,2742.61
405,29387,8,14246.24,20,663.05,1-Nov-95,15-Nov-95,13603.19
406,29387,9,1098.54,20,20.88,1-Nov-95,7-Nov-95,1097.66
407,29387,10,207.99,20,1.35,1-Nov-95,18-Nov-95,226.64
408,29387,11,1310.65,20,41.76,1-Nov-95,10-Nov-95,1288.89
409,87295,12,2216.97,20,99.44,1-Nov-95,6-Nov-95,2137.53
410,22343,15,1600.24,20,54.32,1-Nov-95,11-Nov-95,1565.92
411,73735,16,4861.85,20,95.5,1-Nov-95,13-Nov-95,4786.35
412,87295,17,339.5,20,6.91,1-Nov-95,12-Nov-95,352.59
413,15293,18,4696.9,20,233.71,1-Nov-95,6-Nov-95,4483.19
414,51512,29,1387.55,20,68.66,1-Nov-95,9-Nov-95,1338.89
415,22343,33,14736.37,20,608.95,1-Nov-95,19-Nov-95,14147.42
416,22343,34,11433.62,20,108.2,1-Nov-95,4-Nov-95,11345.42
417,87295,2,40655.9,20,14.69,1-Dec-95,7-Dec-95,40661.21
418,88873,3,15111.14,20,321.76,1-Dec-95,9-Dec-95,14809.38
419,88873,4,2770.24,20,118.51,1-Dec-95,17-Dec-95,2671.73
420,89097,5,2941.76,20,78.74,1-Dec-95,3-Dec-95,2883.02
421,29387,6,3092.17,20,135.42,1-Dec-95,6-Dec-95,2976.75
422,87295,8,16566.43,20,417.81,1-Dec-95,2-Dec-95,16168.62
423,73735,9,1204,20,6.49,1-Dec-95,10-Dec-95,1217.51
424,29387,10,489.3,20,9.64,1-Dec-95,9-Dec-95,499.66
425,73735,11,1317.4,20,20.94,1-Dec-95,16-Dec-95,1316.46
426,29387,12,1924.08,20,32.15,1-Dec-95,12-Dec-95,1911.93
427,88873,15,1891.56,20,80.93,1-Dec-95,6-Dec-95,1830.63
428,51512,16,8637.18,20,382.47,1-Dec-95,16-Dec-95,8274.71
429,88873,17,517.91,20,9.31,1-Dec-95,1-Dec-95,528.6
430,29387,18,7446.3,20,192.59,1-Dec-95,12-Dec-95,7273.71
431,51512,29,1318.56,20,26.45,1-Dec-95,10-Dec-95,1312.11
432,88873,33,15061.07,20,499.58,1-Dec-95,8-Dec-95,14581.49
433,73735,34,12281.26,20,257.02,1-Dec-95,17-Dec-95,12044.24
434,22343,2,46034.02,20,1532.74,1-Jan-96,12-Jan-96,44521.28
435,87295,3,18824.49,20,587.53,1-Jan-96,14-Jan-96,18256.96
436,87295,4,2819.3,20,20.73,1-Jan-96,14-Jan-96,2818.57
437,29387,5,3151.07,20,19.9,1-Jan-96,12-Jan-96,3151.17
438,51512,6,3576.72,20,28.73,1-Jan-96,1-Jan-96,3567.99
439,51512,8,16176.49,20,613.71,1-Jan-96,11-Jan-96,15582.78
440,29387,9,1395.68,20,67.59,1-Jan-96,13-Jan-96,1348.09
441,88873,10,315.84,20,6.74,1-Jan-96,10-Jan-96,329.1
442,73735,11,1672.51,20,63.34,1-Jan-96,8-Jan-96,1629.17
443,51512,12,2820.18,20,1.32,1-Jan-96,19-Jan-96,2838.86
444,87295,15,1995,20,13.74,1-Jan-96,16-Jan-96,2001.26
445,89097,16,9042.92,20,167.12,1-Jan-96,7-Jan-96,8895.8
446,87295,17,508.64,20,7.34,1-Jan-96,14-Jan-96,521.3
447,51512,18,6941.75,20,336.21,1-Jan-96,7-Jan-96,6625.54
448,89097,29,1618.23,20,77.98,1-Jan-96,20-Jan-96,1560.25
449,29387,33,15739.32,20,130.84,1-Jan-96,18-Jan-96,15628.48
450,87295,34,14622.64,20,609.05,1-Jan-96,5-Jan-96,14033.59
451,87295,2,33638.7,20,1448.29,1-Feb-96,16-Feb-96,32210.41
452,88873,3,11044.25,20,248.25,1-Feb-96,15-Feb-96,10816
453,22343,4,886.06,20,16.07,1-Feb-96,15-Feb-96,889.99
454,88873,5,2039.92,20,12.16,1-Feb-96,17-Feb-96,2047.76
455,87295,6,2737.5,20,127.71,1-Feb-96,9-Feb-96,2629.79
456,22343,8,4900.8,20,10.79,1-Feb-96,15-Feb-96,4910.01
457,51512,9,607.4,20,17.6,1-Feb-96,2-Feb-96,609.8
458,51512,10,181.28,20,7.1,1-Feb-96,3-Feb-96,194.18
459,87295,11,1837.85,20,67.66,1-Feb-96,6-Feb-96,1790.19
460,73735,12,664,20,2.01,1-Feb-96,4-Feb-96,681.99
461,22343,15,1723.81,20,74.42,1-Feb-96,4-Feb-96,1669.39
462,29387,16,3583.3,20,15.27,1-Feb-96,17-Feb-96,3588.03
463,29387,17,417.8,20,4.31,1-Feb-96,11-Feb-96,433.49
464,15293,18,11527.94,20,319.21,1-Feb-96,17-Feb-96,11228.73
465,89097,29,894.72,20,13.81,1-Feb-96,10-Feb-96,900.91
466,87295,33,20769.51,20,305.02,1-Feb-96,4-Feb-96,20484.49
467,15293,34,13346.97,20,82.35,1-Feb-96,11-Feb-96,13284.62
468,29387,2,67019.11,20,3265.32,1-Mar-96,12-Mar-96,63773.79
469,22343,3,17337.34,20,427.31,1-Mar-96,13-Mar-96,16930.03
470,87295,4,783.24,20,9.99,1-Mar-96,13-Mar-96,793.25
471,88873,5,4456.39,20,151.16,1-Mar-96,13-Mar-96,4325.23
472,22343,6,5215.77,20,246.98,1-Mar-96,6-Mar-96,4988.79
473,87295,8,6105.57,20,298.43,1-Mar-96,19-Mar-96,5827.14
474,15293,9,636.46,20,25.32,1-Mar-96,5-Mar-96,631.14
475,15293,10,607.32,20,29.11,1-Mar-96,20-Mar-96,598.21
476,89097,11,3321.68,20,113.47,1-Mar-96,16-Mar-96,3228.21
477,87295,12,1469.34,20,49.32,1-Mar-96,3-Mar-96,1440.02
478,88873,15,3202.44,20,69.87,1-Mar-96,13-Mar-96,3152.57
479,29387,16,2635.53,20,50.09,1-Mar-96,15-Mar-96,2605.44
480,51512,17,783.27,20,19.95,1-Mar-96,13-Mar-96,783.32
481,73735,18,23156.36,20,658.13,1-Mar-96,11-Mar-96,22518.23
482,51512,29,1727.22,20,33.98,1-Mar-96,14-Mar-96,1713.24
483,87295,33,20293.84,20,436.07,1-Mar-96,4-Mar-96,19877.77
484,88873,34,12688.15,20,532.51,1-Mar-96,4-Mar-96,12175.64
485,29387,2,64560.52,20,328.67,1-Apr-96,15-Apr-96,64251.85
486,88873,3,15298.23,20,691.21,1-Apr-96,14-Apr-96,14627.02
487,51512,4,812.34,20,24.3,1-Apr-96,17-Apr-96,808.04
488,22343,5,4599.82,20,142.34,1-Apr-96,4-Apr-96,4477.48
489,88873,6,5129.25,20,106.32,1-Apr-96,7-Apr-96,5042.93
490,29387,8,6016.97,20,296.19,1-Apr-96,4-Apr-96,5740.78
491,22343,9,811.72,20,40.53,1-Apr-96,9-Apr-96,791.19
492,88873,10,473,20,18.53,1-Apr-96,1-Apr-96,474.47
493,88873,11,3397.62,20,63.73,1-Apr-96,9-Apr-96,3353.89
494,51512,12,1021.68,20,47.4,1-Apr-96,20-Apr-96,994.28
495,88873,15,3811.85,20,98.55,1-Apr-96,20-Apr-96,3733.3
496,87295,16,3091.16,20,139.09,1-Apr-96,8-Apr-96,2972.07
497,89097,17,817.26,20,38.48,1-Apr-96,18-Apr-96,798.78
498,73735,18,23940.32,20,217.11,1-Apr-96,3-Apr-96,23743.21
499,22343,29,1608.08,20,49.98,1-Apr-96,6-Apr-96,1578.1
500,15293,33,22270.56,20,155.23,1-Apr-96,16-Apr-96,22135.33
501,87295,34,16045.27,20,447.05,1-Apr-96,4-Apr-96,15618.22
502,29387,2,77218.35,20,2672.34,1-May-96,3-May-96,74566.01
503,29387,3,20850.52,20,977.78,1-May-96,16-May-96,19892.74
504,15293,4,1409.32,20,19.04,1-May-96,17-May-96,1410.28
505,29387,5,5471.68,20,201.74,1-May-96,4-May-96,5289.94
506,15293,6,6265.84,20,10.58,1-May-96,17-May-96,6275.26
507,29387,8,8966.74,20,242.62,1-May-96,1-May-96,8744.12
508,89097,9,1094.4,20,21.48,1-May-96,20-May-96,1092.92
509,89097,10,632.2,20,3.25,1-May-96,11-May-96,648.95
510,87295,11,3865.79,20,163.91,1-May-96,19-May-96,3721.88
511,87295,12,1815.66,20,81.41,1-May-96,5-May-96,1754.25
512,15293,15,4020.86,20,77.32,1-May-96,20-May-96,3963.54
513,88873,16,5570.1,20,8.7,1-May-96,15-May-96,5581.4
514,87295,17,1009.8,20,15.36,1-May-96,6-May-96,1014.44
515,29387,18,26363.29,20,321.93,1-May-96,4-May-96,26061.36
516,88873,29,1916.84,20,80.87,1-May-96,17-May-96,1855.97
517,22343,33,27598.79,20,965.82,1-May-96,14-May-96,26652.97
518,22343,34,20934.69,20,182.27,1-May-96,10-May-96,20772.42
519,22343,2,74926.38,20,1276.82,1-Jun-96,16-Jun-96,73669.56
520,88873,3,18986.7,20,817.34,1-Jun-96,11-Jun-96,18189.36
521,73735,4,1683.89,20,35.35,1-Jun-96,13-Jun-96,1668.54
522,51512,5,5249.29,20,31.4,1-Jun-96,7-Jun-96,5237.89
523,22343,6,5735.78,20,67.12,1-Jun-96,14-Jun-96,5688.66
524,89097,8,13254.75,20,299.63,1-Jun-96,7-Jun-96,12975.12
525,73735,9,1510.5,20,6.51,1-Jun-96,20-Jun-96,1523.99
526,29387,10,813.4,20,38.3,1-Jun-96,18-Jun-96,795.1
527,51512,11,3418.03,20,130.67,1-Jun-96,15-Jun-96,3307.36
528,22343,12,254.1,20,3.22,1-Jun-96,5-Jun-96,270.88
529,73735,15,4439.01,20,177.13,1-Jun-96,14-Jun-96,4281.88
530,29387,16,6557.2,20,77.92,1-Jun-96,2-Jun-96,6499.28
531,73735,17,1011.84,20,31.46,1-Jun-96,5-Jun-96,1000.38
532,29387,18,26396.38,20,1271.3,1-Jun-96,16-Jun-96,25145.08
533,22343,29,1297.39,20,16.03,1-Jun-96,20-Jun-96,1301.36
534,88873,33,18920.38,20,132.9,1-Jun-96,12-Jun-96,18807.48
535,29387,34,21039.1,20,291.94,1-Jun-96,6-Jun-96,20767.16
536,29387,2,58599.81,20,2440.96,1-Jul-96,8-Jul-96,56178.85
537,73735,3,17229.58,20,654.38,1-Jul-96,2-Jul-96,16595.2
538,51512,4,1313.9,20,59.12,1-Jul-96,15-Jul-96,1274.78
539,15293,5,4139.93,20,95.69,1-Jul-96,10-Jul-96,4064.24
540,73735,6,4784.68,20,140.63,1-Jul-96,10-Jul-96,4664.05
541,15293,8,6448.36,20,297.87,1-Jul-96,11-Jul-96,6170.49
542,89097,9,689.16,20,19.79,1-Jul-96,5-Jul-96,689.37
543,51512,10,500.72,20,1.13,1-Jul-96,20-Jul-96,519.59
544,73735,11,3048.71,20,40.25,1-Jul-96,5-Jul-96,3028.46
545,22343,12,1537.02,20,21.7,1-Jul-96,17-Jul-96,1535.32
546,87295,15,3107.95,20,0.2,1-Jul-96,18-Jul-96,3127.75
547,73735,16,5462.18,20,112.64,1-Jul-96,5-Jul-96,5369.54
548,22343,17,742.06,20,33.8,1-Jul-96,14-Jul-96,728.26
549,22343,18,20824.28,20,330.71,1-Jul-96,17-Jul-96,20513.57
550,73735,29,1590.21,20,16.94,1-Jul-96,20-Jul-96,1593.27
551,22343,33,23453.26,20,9.73,1-Jul-96,17-Jul-96,23463.53
552,51512,34,12008.33,20,61.47,1-Jul-96,13-Jul-96,11966.86
553,88873,2,61123.01,20,2568.69,1-Aug-96,9-Aug-96,58574.32
554,87295,3,17946.71,20,587.65,1-Aug-96,6-Aug-96,17379.06
555,87295,4,1660.62,20,54.51,1-Aug-96,18-Aug-96,1626.11
556,88873,5,4430.54,20,99.33,1-Aug-96,8-Aug-96,4351.21
557,29387,6,5153.44,20,90.01,1-Aug-96,7-Aug-96,5083.43
558,51512,8,9706.02,20,211.35,1-Aug-96,5-Aug-96,9514.67
559,29387,9,1337.38,20,21.53,1-Aug-96,16-Aug-96,1335.85
560,73735,10,420.85,20,3.85,1-Aug-96,12-Aug-96,437
561,88873,11,3256.73,20,41.26,1-Aug-96,19-Aug-96,3235.47
562,51512,12,953.76,20,47.4,1-Aug-96,10-Aug-96,926.36
563,22343,15,3533.26,20,151.49,1-Aug-96,7-Aug-96,3401.77
564,88873,16,7268.02,20,330.45,1-Aug-96,17-Aug-96,6957.57
565,89097,17,838.5,20,16.64,1-Aug-96,7-Aug-96,841.86
566,87295,18,22196.57,20,388.37,1-Aug-96,2-Aug-96,21828.2
567,51512,29,1443.28,20,57.24,1-Aug-96,14-Aug-96,1406.04
568,15293,33,20525.32,20,641.19,1-Aug-96,6-Aug-96,19904.13
569,29387,34,20195.6,20,433.78,1-Aug-96,8-Aug-96,19781.82
570,51512,2,78423.45,20,2098.95,1-Sep-96,18-Sep-96,76344.5
571,87295,3,21388.25,20,57.19,1-Sep-96,6-Sep-96,21351.06
572,22343,4,1139.13,20,28.93,1-Sep-96,6-Sep-96,1130.2
573,51512,5,5176.9,20,70.42,1-Sep-96,3-Sep-96,5126.48
574,87295,6,5922.62,20,9.37,1-Sep-96,10-Sep-96,5933.25
575,22343,8,7178.06,20,186.72,1-Sep-96,5-Sep-96,7011.34
576,29387,9,632.6,20,6.58,1-Sep-96,9-Sep-96,646.02
577,73735,10,771.4,20,36.31,1-Sep-96,20-Sep-96,755.09
578,73735,11,3859.21,20,64,1-Sep-96,14-Sep-96,3815.21
579,51512,12,1581.94,20,11.38,1-Sep-96,19-Sep-96,1590.56
580,29387,15,3753.56,20,108.14,1-Sep-96,3-Sep-96,3665.42
581,87295,16,3835.19,20,39.26,1-Sep-96,6-Sep-96,3815.93
7491,51512,52,5612.16,20,47.86,1-Nov-00,25-Nov-00,5584.3
7492,51512,2,81081.77,20,2947.17,1-Dec-00,28-Dec-00,78154.6
7493,88873,3,8445.99,20,314.63,1-Dec-00,7-Jan-01,8151.36
7494,88873,4,1000,20,15.32,1-Dec-00,24-Dec-00,1004.68
7495,29387,5,265.32,20,4.99,1-Dec-00,20-Dec-00,280.33
7496,51512,6,3374.01,20,34.41,1-Dec-00,12-Dec-00,3359.6
7497,51512,8,23328.23,20,862.7,1-Dec-00,3-Dec-00,22485.53
7498,73735,9,4542.08,20,135.74,1-Dec-00,21-Dec-00,4426.34
7499,87295,10,4129.74,20,72.58,1-Dec-00,30-Dec-00,4077.16
7500,29387,11,273.92,20,12.45,1-Dec-00,4-Jan-01,281.47
7501,87295,14,1641.2,20,27.49,1-Dec-00,17-Dec-00,1633.71
