MANUFACTURERID,TRANSACTIONDATE,EMPLOYEE,AMOUNT,DESCRIPTION,REFERENCE
2,6-Dec-99,29387,-94278.58,Automatic payment of bills,1338
2,8-Apr-99,22343,66.05,Automatic EOQ Inventory purchase,8182
2,3-Nov-99,29387,-70187.2,Automatic payment of bills,1314
2,18-Jan-00,51512,122994.92,Automatic EOQ Inventory purchase,7238
2,5-Oct-99,87295,70187.2,Automatic EOQ Inventory purchase,1314
2,20-Sep-99,22343,75952.73,Automatic EOQ Inventory purchase,1289
2,31-Aug-99,15293,-129706.58,Automatic payment of bills,1264
2,8-Aug-99,87295,-134745.83,Automatic payment of bills,1239
2,3-Aug-99,29387,129706.58,Automatic EOQ Inventory purchase,1264
2,20-Jul-99,15293,-127808.82,Automatic payment of bills,1214
2,9-Jul-99,89097,134745.83,Automatic EOQ Inventory purchase,1239
2,19-Jun-99,51512,127808.82,Automatic EOQ Inventory purchase,1214
2,10-Jun-99,22343,-141251.96,Automatic payment of bills,1189
2,4-Nov-99,51512,94278.58,Automatic EOQ Inventory purchase,1338
2,6-Apr-97,73735,-70421.46,Automatic payment of bills,676
2,5-Sep-97,29387,-88264.41,Automatic payment of bills,776
2,17-Aug-97,88873,-82807.39,Automatic payment of bills,756
2,5-Aug-97,89097,88264.41,Automatic EOQ Inventory purchase,776
2,19-Jul-97,87295,82807.39,Automatic EOQ Inventory purchase,756
2,3-Jul-97,29387,-92106.23,Automatic payment of bills,736
2,11-Jun-97,15293,-81621.25,Automatic payment of bills,716
2,2-Jun-97,88873,92106.23,Automatic EOQ Inventory purchase,736
2,2-Feb-97,29387,-60482.04,Automatic payment of bills,638
2,19-Sep-97,87295,89412.25,Automatic EOQ Inventory purchase,796
2,9-Aug-98,51512,144459.73,Automatic EOQ Inventory purchase,1016
2,17-May-97,88873,-92599.62,Automatic payment of bills,696
2,16-Mar-97,29387,-52832.04,Automatic payment of bills,655
2,10-Mar-97,88873,-73883.81,Automatic payment of bills,621
2,4-Mar-97,29387,70421.46,Automatic EOQ Inventory purchase,676
2,11-Feb-97,22343,52832.04,Automatic EOQ Inventory purchase,655
2,7-Feb-97,73735,73883.81,Automatic refund for overpayment,621
2,6-Jan-97,87295,-73883.81,Automatic payment of bills,621
2,4-Jan-97,87295,60482.04,Automatic EOQ Inventory purchase,638
2,7-Feb-00,22343,-149716.07,Automatic payment of bills,1388
2,14-May-97,89097,81621.25,Automatic EOQ Inventory purchase,716
2,14-Apr-98,22343,148308.64,Automatic EOQ Inventory purchase,936
2,14-Jul-98,51512,136838.6,Automatic EOQ Inventory purchase,996
2,19-Apr-97,88873,92599.62,Automatic EOQ Inventory purchase,696
2,16-Jul-98,89097,-135613.17,Automatic payment of bills,976
2,20-Oct-97,87295,-89412.25,Automatic payment of bills,796
2,5-Jun-98,15293,-142304.82,Automatic payment of bills,956
2,8-May-98,88873,142304.82,Automatic EOQ Inventory purchase,956
2,17-Jun-98,88873,135613.17,Automatic EOQ Inventory purchase,976
2,10-Apr-98,29387,-116064.95,Automatic payment of bills,916
2,19-Mar-98,73735,-82326.89,Automatic payment of bills,896
2,8-Dec-97,22343,-94540.22,Automatic payment of bills,836
2,20-Oct-97,73735,79274.19,Automatic EOQ Inventory purchase,816
2,19-May-98,89097,-148308.64,Automatic payment of bills,936
2,23-Nov-97,88873,-79274.19,Automatic payment of bills,816
2,9-Mar-98,88873,116064.95,Automatic EOQ Inventory purchase,916
2,13-Dec-97,87295,87288.14,Automatic EOQ Inventory purchase,856
2,12-Jan-98,29387,-87288.14,Automatic payment of bills,856
2,16-Jan-98,73735,78183.37,Automatic EOQ Inventory purchase,876
2,13-Feb-98,51512,82326.89,Automatic EOQ Inventory purchase,896
2,14-Feb-98,88873,-78183.37,Automatic payment of bills,876
2,15-Nov-97,22343,94540.22,Automatic EOQ Inventory purchase,836
3,5-Dec-01,89097,2816.17,Automatic EOQ Inventory purchase,8385
3,7-Oct-01,73735,-12142.55,Automatic payment of bills,7718
3,2-Dec-01,89097,-3038.3,Automatic payment of bills,8366
3,29-Nov-01,15293,-8686.27,Automatic payment of bills,7743
3,15-Nov-01,15293,-1304.91,Automatic payment of bills,8347
3,5-Nov-01,87295,3038.3,Automatic EOQ Inventory purchase,8366
3,30-Oct-01,29387,8686.27,Automatic EOQ Inventory purchase,7743
3,18-Oct-01,15293,1304.91,Automatic EOQ Inventory purchase,8347
3,30-Sep-01,73735,-3921.46,Automatic payment of bills,8327
3,29-Sep-01,51512,-11664.23,Automatic payment of bills,7693
3,12-Sep-01,15293,-1847.62,Automatic payment of bills,8308
3,2-Sep-01,51512,3921.46,Automatic EOQ Inventory purchase,8327
3,2-Sep-01,88873,12142.55,Automatic EOQ Inventory purchase,7718
3,2-Sep-01,89097,11664.23,Automatic EOQ Inventory purchase,7693
3,18-Aug-01,88873,-11596.23,Automatic payment of bills,7668
3,12-Aug-01,29387,1847.62,Automatic EOQ Inventory purchase,8308
3,25-Jul-01,51512,11596.23,Automatic EOQ Inventory purchase,7668
3,13-Aug-01,73735,-2377.57,Automatic payment of bills,8288
3,5-Mar-02,88873,-11757.52,Automatic payment of bills,7818
3,16-May-02,15293,7974.43,Automatic EOQ Inventory purchase,8491
3,10-May-02,88873,-9848.14,Automatic payment of bills,7893
3,18-Feb-01,29387,230.93,Automatic EOQ Inventory purchase,8189
3,8-May-02,88873,-8288.29,Automatic payment of bills,8469
3,14-Apr-02,89097,-7181.09,Automatic payment of bills,8447
3,11-Apr-02,88873,8288.29,Automatic EOQ Inventory purchase,8469
3,10-Apr-02,29387,9848.14,Automatic EOQ Inventory purchase,7893
3,2-Apr-02,73735,-10835.05,Automatic payment of bills,7843
3,31-Mar-02,15293,10238.7,Automatic EOQ Inventory purchase,7868
3,25-Apr-02,88873,-10238.7,Automatic payment of bills,7868
3,5-Mar-02,88873,-6117.04,Automatic payment of bills,8425
3,6-Dec-01,29387,10522.71,Automatic EOQ Inventory purchase,7768
3,26-Feb-02,22343,10835.05,Automatic EOQ Inventory purchase,7843
3,17-Feb-02,29387,-3793.38,Automatic payment of bills,8405
3,9-Feb-02,73735,11757.52,Automatic EOQ Inventory purchase,7818
3,1-Feb-02,87295,6117.04,Automatic EOQ Inventory purchase,8425
3,1-Feb-02,29387,-12561.98,Automatic payment of bills,7793
3,14-Jan-02,51512,3793.38,Automatic EOQ Inventory purchase,8405
3,7-Jan-02,51512,-2816.17,Automatic payment of bills,8385
3,1-Jan-02,87295,12561.98,Automatic EOQ Inventory purchase,7793
3,31-Dec-01,73735,-10522.71,Automatic payment of bills,7768
3,13-Mar-02,73735,7181.09,Automatic EOQ Inventory purchase,8447
3,25-Aug-00,22343,-6376.62,Automatic payment of bills,7368
3,15-Jan-01,51512,7747.21,Automatic EOQ Inventory purchase,7518
3,7-Jan-01,88873,8151.36,Automatic EOQ Inventory purchase,7493
3,7-Jan-01,15293,-5285.29,Automatic payment of bills,7468
3,4-Dec-00,51512,-5701.94,Automatic payment of bills,7443
3,30-Nov-00,15293,5285.29,Automatic EOQ Inventory purchase,7468
3,15-Nov-00,73735,-7412.22,Automatic payment of bills,7418
3,27-Oct-00,51512,5701.94,Automatic EOQ Inventory purchase,7443
3,10-Mar-01,73735,4206.54,Automatic EOQ Inventory purchase,8209
3,26-Aug-00,15293,-8793.71,Automatic payment of bills,7393
3,16-Feb-01,73735,-7747.21,Automatic payment of bills,7518
3,2-Aug-00,89097,8793.71,Automatic EOQ Inventory purchase,7393
3,27-Jul-00,29387,6376.62,Automatic EOQ Inventory purchase,7368
3,4-Jul-00,22343,-5296.69,Automatic payment of bills,7343
3,21-Jun-00,22343,-4673.66,Automatic payment of bills,7318
3,24-May-02,88873,8594.7,Automatic EOQ Inventory purchase,7918
3,26-May-00,15293,-1261.68,Automatic payment of bills,7303
3,13-Aug-03,88873,-10390.32,Automatic payment of bills,8820
3,13-Jun-00,51512,5296.69,Automatic EOQ Inventory purchase,7343
3,4-Oct-00,51512,7412.22,Automatic EOQ Inventory purchase,7418
3,7-May-01,15293,14205.37,Automatic EOQ Inventory purchase,7593
3,14-Jul-01,51512,2377.57,Automatic EOQ Inventory purchase,8288
3,24-Jun-01,88873,-13014.09,Automatic payment of bills,7643
3,24-Jun-01,15293,-12997.93,Automatic payment of bills,7618
3,14-Jun-01,87295,2977.32,Automatic EOQ Inventory purchase,8268
3,5-Jun-01,29387,-3800.53,Automatic payment of bills,8248
3,4-Jun-01,89097,13014.09,Automatic EOQ Inventory purchase,7643
3,4-Jun-01,87295,-14205.37,Automatic payment of bills,7593
3,30-May-01,87295,12997.93,Automatic EOQ Inventory purchase,7618
3,6-Feb-01,29387,5285.29,Automatic refund for overpayment,7468
3,8-May-01,22343,3800.53,Automatic EOQ Inventory purchase,8248
3,12-Feb-01,15293,-8151.36,Automatic payment of bills,7493
3,9-Apr-01,87295,2520.92,Automatic EOQ Inventory purchase,8229
3,9-Apr-01,87295,-4206.54,Automatic payment of bills,8209
3,4-Apr-01,22343,-4123.73,Automatic payment of bills,7568
3,17-Mar-01,87295,-230.93,Automatic payment of bills,8189
3,16-Mar-01,89097,-7463.9,Automatic payment of bills,7543
3,4-Mar-01,15293,4123.73,Automatic EOQ Inventory purchase,7568
3,16-Feb-01,88873,7463.9,Automatic EOQ Inventory purchase,7543
3,16-Jul-01,22343,-2977.32,Automatic payment of bills,8268
3,12-May-01,51512,-2520.92,Automatic payment of bills,8229
3,4-Jan-04,29387,-13915.14,Automatic payment of bills,8947
3,12-May-04,51512,9744.88,Automatic EOQ Inventory purchase,9078
3,3-May-04,29387,-12813.05,Automatic payment of bills,9051
3,4-Apr-04,29387,12813.05,Automatic EOQ Inventory purchase,9051
3,1-Apr-04,51512,-15764.71,Automatic payment of bills,9025
3,10-Mar-04,87295,-13196.91,Automatic payment of bills,8999
3,2-Mar-04,88873,15764.71,Automatic EOQ Inventory purchase,9025
3,15-Feb-04,22343,-16375,Automatic payment of bills,8973
3,12-Jul-03,87295,10390.32,Automatic EOQ Inventory purchase,8820
3,15-Jan-04,22343,16375,Automatic EOQ Inventory purchase,8973
3,4-Jul-04,89097,-8100.4,Automatic payment of bills,9105
3,8-Dec-03,15293,-6191.45,Automatic payment of bills,8921
3,7-Dec-03,87295,13915.14,Automatic EOQ Inventory purchase,8947
3,10-Nov-03,88873,6191.45,Automatic EOQ Inventory purchase,8921
3,8-Nov-03,88873,-4223.8,Automatic payment of bills,8895
3,7-Oct-03,22343,4223.8,Automatic EOQ Inventory purchase,8895
3,6-Oct-03,89097,-7020.92,Automatic payment of bills,8870
3,12-Sep-03,87295,7020.92,Automatic EOQ Inventory purchase,8870
3,5-Sep-03,87295,-5515.82,Automatic payment of bills,8845
3,5-Feb-04,87295,13196.91,Automatic EOQ Inventory purchase,8999
3,14-Nov-04,88873,-3868.42,Automatic payment of bills,9215
3,18-May-00,73735,4673.66,Automatic EOQ Inventory purchase,7318
3,6-Sep-96,87295,21351.06,Automatic EOQ Inventory purchase,571
3,26-Mar-05,29387,-9485.74,Automatic payment of bills,9327
3,20-Feb-05,73735,9485.74,Automatic EOQ Inventory purchase,9327
3,5-Feb-05,88873,-11968.79,Automatic payment of bills,9299
3,14-Jan-05,88873,-10830.35,Automatic payment of bills,9271
3,8-Jan-05,88873,11968.79,Automatic EOQ Inventory purchase,9299
3,15-Dec-04,88873,10830.35,Automatic EOQ Inventory purchase,9271
3,5-Jun-04,87295,8100.4,Automatic EOQ Inventory purchase,9105
3,14-Nov-04,51512,5835.1,Automatic EOQ Inventory purchase,9243
3,8-Jun-04,22343,-9744.88,Automatic payment of bills,9078
3,13-Oct-04,51512,3868.42,Automatic EOQ Inventory purchase,9215
3,10-Oct-04,29387,-10579.95,Automatic payment of bills,9187
3,9-Sep-04,29387,10579.95,Automatic EOQ Inventory purchase,9187
3,6-Sep-04,29387,-7977.85,Automatic payment of bills,9159
3,5-Aug-04,22343,-7174.87,Automatic payment of bills,9132
3,2-Aug-04,51512,7977.85,Automatic EOQ Inventory purchase,9159
3,4-Jul-04,51512,7174.87,Automatic EOQ Inventory purchase,9132
3,9-Jun-03,29387,15464.71,Automatic EOQ Inventory purchase,8795
3,14-Dec-04,87295,-5835.1,Automatic payment of bills,9243
3,10-Aug-02,73735,11184.16,Automatic EOQ Inventory purchase,8558
3,9-Aug-03,51512,5515.82,Automatic EOQ Inventory purchase,8845
6,16-May-94,73735,-2740.8,Automatic payment of bills,49
6,31-May-95,15293,-2738.23,Automatic payment of bills,302
6,20-Apr-94,22343,2740.8,Automatic EOQ Inventory purchase,49
6,2-Oct-94,87295,2670.23,Automatic EOQ Inventory purchase,134
6,18-Mar-94,87295,-48.56,Automatic payment of bills,37
6,4-Mar-94,88873,2081.44,Automatic EOQ Inventory purchase,43
6,3-Mar-94,88873,-2441.5,Automatic payment of bills,6
6,17-Feb-94,51512,48.56,Automatic EOQ Inventory purchase,37
6,4-Feb-94,87295,-25567,Automatic payment of bills,6
6,1-Jan-94,87295,28008.5,Initial Purchase for startup,6
6,8-Oct-99,87295,-2669.84,Automatic payment of bills,1293
6,14-May-94,73735,2264.61,Automatic EOQ Inventory purchase,59
6,2-Feb-95,22343,226.12,Automatic EOQ Inventory purchase,235
6,5-Dec-94,15293,3160.27,Automatic EOQ Inventory purchase,170
6,17-Apr-95,22343,-3459.32,Automatic payment of bills,268
6,10-Apr-95,22343,3382.97,Automatic EOQ Inventory purchase,285
6,20-Mar-95,29387,-2673.1,Automatic payment of bills,251
6,19-Mar-95,73735,3459.32,Automatic EOQ Inventory purchase,268
6,9-Mar-95,22343,-226.12,Automatic payment of bills,235
6,6-Mar-95,22343,-3160.27,Automatic payment of bills,170
6,10-Sep-94,89097,2692.18,Automatic EOQ Inventory purchase,116
6,4-Feb-95,87295,3160.27,Automatic refund for overpayment,170
6,11-Sep-94,29387,-3563.07,Automatic payment of bills,98
6,1-Feb-95,15293,-2634.68,Automatic payment of bills,188
6,5-Jan-95,15293,-3160.27,Automatic payment of bills,170
6,4-Jan-95,15293,2634.68,Automatic EOQ Inventory purchase,188
6,8-Dec-94,15293,-2614.77,Automatic payment of bills,152
6,8-Nov-94,87295,2614.77,Automatic EOQ Inventory purchase,152
6,16-Jan-00,87295,6631.02,Automatic EOQ Inventory purchase,7242
6,9-Oct-94,51512,-2692.18,Automatic payment of bills,116
6,10-May-95,51512,-3382.97,Automatic payment of bills,285
6,15-Feb-95,51512,2673.1,Automatic EOQ Inventory purchase,251
6,12-Oct-98,15293,5280.32,Automatic EOQ Inventory purchase,1060
6,9-Feb-99,22343,1066.85,Automatic refund for overpayment,1100
6,4-Feb-99,51512,477.74,Automatic EOQ Inventory purchase,1118
6,12-Jan-99,89097,2934.85,Automatic EOQ Inventory purchase,8143
6,12-Jan-99,29387,-1066.85,Automatic payment of bills,1100
6,14-Dec-98,22343,1066.85,Automatic EOQ Inventory purchase,1100
6,14-Dec-98,88873,-4763.32,Automatic payment of bills,1080
6,10-Dec-98,88873,1359.37,Automatic EOQ Inventory purchase,8123
6,20-Jun-98,51512,4852.73,Automatic EOQ Inventory purchase,980
6,5-Nov-98,89097,-5280.32,Automatic payment of bills,1060
6,11-Mar-99,73735,-477.74,Automatic payment of bills,1118
6,30-Sep-98,51512,-4858.27,Automatic payment of bills,1040
6,12-Sep-98,51512,-4942.56,Automatic payment of bills,1020
6,3-Sep-98,51512,4858.27,Automatic EOQ Inventory purchase,1040
6,8-Aug-98,87295,4942.56,Automatic EOQ Inventory purchase,1020
6,31-Jul-98,88873,-4343.39,Automatic payment of bills,1000
6,21-Jul-98,73735,-4852.73,Automatic payment of bills,980
6,6-Jul-98,73735,4343.39,Automatic EOQ Inventory purchase,1000
6,11-Nov-98,51512,4763.32,Automatic EOQ Inventory purchase,1080
6,11-Aug-99,88873,5107.08,Automatic EOQ Inventory purchase,1268
6,1-Nov-94,73735,-2670.23,Automatic payment of bills,134
6,10-Dec-96,22343,5636.36,Automatic EOQ Inventory purchase,625
6,12-Jan-00,87295,4933.94,Automatic EOQ Inventory purchase,1392
6,19-Dec-99,29387,4224.97,Automatic EOQ Inventory purchase,1367
6,4-Dec-99,88873,-3463.97,Automatic payment of bills,1342
6,15-Nov-99,22343,-2314.32,Automatic payment of bills,1318
6,1-Nov-99,73735,3463.97,Automatic EOQ Inventory purchase,1342
6,11-Feb-99,29387,1204.25,Automatic EOQ Inventory purchase,8163
6,15-Sep-99,22343,-5107.08,Automatic payment of bills,1268
6,8-Mar-99,22343,4716.47,Automatic EOQ Inventory purchase,1143
6,29-Jul-99,22343,-5685.69,Automatic payment of bills,1243
6,12-Jul-99,29387,-5294.11,Automatic payment of bills,1218
6,15-Jun-99,51512,-6157.15,Automatic payment of bills,1193
6,14-May-99,73735,6157.15,Automatic EOQ Inventory purchase,1193
6,13-May-99,15293,-5521.5,Automatic payment of bills,1168
6,14-Apr-99,88873,5521.5,Automatic EOQ Inventory purchase,1168
6,5-Apr-99,51512,-4716.47,Automatic payment of bills,1143
6,10-Jun-99,89097,5294.11,Automatic EOQ Inventory purchase,1218
6,14-Oct-99,15293,2314.32,Automatic EOQ Inventory purchase,1318
6,7-Mar-97,51512,-5636.36,Automatic payment of bills,625
6,3-Aug-97,51512,3456.43,Automatic EOQ Inventory purchase,780
6,13-Jul-97,88873,3253.04,Automatic EOQ Inventory purchase,760
6,3-Jul-97,87295,-3315.58,Automatic payment of bills,740
6,3-Jun-97,22343,3315.58,Automatic EOQ Inventory purchase,740
6,2-Jun-97,73735,-3221.18,Automatic payment of bills,720
6,14-May-97,88873,-3297.46,Automatic payment of bills,700
6,4-May-97,22343,3221.18,Automatic EOQ Inventory purchase,720
6,5-Aug-97,88873,-3253.04,Automatic payment of bills,760
6,4-Apr-97,51512,-2357.29,Automatic payment of bills,680
6,17-Mar-97,73735,-3373.13,Automatic payment of bills,659
6,12-Feb-97,29387,3373.13,Automatic EOQ Inventory purchase,659
6,8-Feb-97,73735,5636.36,Automatic refund for overpayment,625
6,31-Jan-97,22343,-4995.86,Automatic payment of bills,642
6,11-Jan-97,87295,-5636.36,Automatic payment of bills,625
6,4-Jun-98,89097,-5168.87,Automatic payment of bills,960
6,2-Jul-99,87295,5685.69,Automatic EOQ Inventory purchase,1243
6,4-Jan-97,22343,4995.86,Automatic EOQ Inventory purchase,642
6,12-Dec-96,15293,-5269.23,Automatic payment of bills,608
6,10-Apr-97,51512,3297.46,Automatic EOQ Inventory purchase,700
6,31-Jan-98,89097,-3044.72,Automatic payment of bills,880
6,4-May-98,29387,5168.87,Automatic EOQ Inventory purchase,960
6,13-Apr-98,73735,5200.8,Automatic EOQ Inventory purchase,940
6,15-May-98,22343,-5200.8,Automatic payment of bills,940
6,4-Apr-98,88873,-3629.61,Automatic payment of bills,920
6,6-Mar-97,22343,2357.29,Automatic EOQ Inventory purchase,680
6,29-Aug-97,15293,-3456.43,Automatic payment of bills,780
6,12-Mar-98,22343,-3007.59,Automatic payment of bills,900
6,6-Mar-98,88873,3629.61,Automatic EOQ Inventory purchase,920
6,11-Feb-98,88873,3007.59,Automatic EOQ Inventory purchase,900
6,8-Jan-98,87295,-3366.24,Automatic payment of bills,860
6,17-Sep-97,29387,3144.37,Automatic EOQ Inventory purchase,800
6,14-Dec-97,73735,-3511.05,Automatic payment of bills,840
6,6-Dec-97,51512,3366.24,Automatic EOQ Inventory purchase,860
6,7-Oct-97,29387,3101.05,Automatic EOQ Inventory purchase,820
6,18-Oct-97,89097,-3144.37,Automatic payment of bills,800
6,14-Nov-97,87295,3511.05,Automatic EOQ Inventory purchase,840
6,1-Jan-98,88873,3044.72,Automatic EOQ Inventory purchase,880
6,1-Nov-97,88873,-3101.05,Automatic payment of bills,820
8,8-Nov-01,22343,-26527.68,Automatic payment of bills,7722
8,18-Dec-01,51512,23884.49,Automatic EOQ Inventory purchase,7797
8,9-Aug-01,29387,27663.65,Automatic EOQ Inventory purchase,7672
8,6-Dec-01,22343,-26741.8,Automatic payment of bills,7772
8,8-Oct-01,29387,27467.31,Automatic EOQ Inventory purchase,7747
8,11-Nov-01,51512,26741.8,Automatic EOQ Inventory purchase,7772
8,1-Nov-01,73735,-27467.31,Automatic payment of bills,7747
8,17-Sep-01,87295,-27663.65,Automatic payment of bills,7672
8,29-Jan-02,29387,-23884.49,Automatic payment of bills,7797
8,27-May-02,51512,-28833.75,Automatic payment of bills,7897
3,7-Jan-95,73735,-12405.07,Automatic payment of bills,167
3,2-Jun-94,87295,5391.79,Automatic EOQ Inventory purchase,69
3,20-Mar-95,15293,-795.76,Automatic payment of bills,233
3,10-Apr-99,22343,-19052.78,Automatic payment of bills,1140
3,5-Dec-98,73735,6025.92,Automatic EOQ Inventory purchase,8120
3,13-Aug-99,29387,19510.5,Automatic EOQ Inventory purchase,1265
3,9-Aug-99,89097,-19912.02,Automatic payment of bills,1240
3,10-Jul-99,73735,19912.02,Automatic EOQ Inventory purchase,1240
3,9-Jul-99,88873,-25626.48,Automatic payment of bills,1215
3,16-Jun-99,89097,-24882.84,Automatic payment of bills,1190
3,11-Jun-99,88873,25626.48,Automatic EOQ Inventory purchase,1215
