"CITYID","ZIPCODE","CITY","STATE","AREACODE","POPULATION1990","POPULATION1980","COUNTRY","LATITUDE","LONGITUDE","POPULATIONCDF"
208,"85351","Sun City","AZ","602",38126,40505,"USA",33.61666,-112.2833,0.03303084
209,"85375","Sun City West","AZ","602",15997,3772,"USA",33.66667,-112.3667,0.03312249
210,"85248","Sun Lakes","AZ","602",6578,1925,"USA",,,0.03316017
211,"85374","Surprise","AZ","602",7122,3723,"USA",33.63334,-112.3333,0.03320097
212,"85282","Tempe","AZ","602",141993,106919,"USA",33.41667,-111.9333,0.03401444
213,"86045","Tuba City","AZ","520",7323,5045,"USA",36.13334,-111.2333,0.0340564
214,"85726","Tucson","AZ","520",405323,330537,"USA",32.21667,-110.9667,0.03637847
215,"86047","Winslow","AZ","520",9279,7921,"USA",35.03333,-110.7,0.03643163
216,"85364","Yuma","AZ","520",54923,42481,"USA",32.71667,-114.6167,0.03674628
217,"94301","Adelanto","CA","415",6791,2164,"USA",34.58333,-117.3667,0.03678519
218,"91301","Agoura Hills","CA","818",20391,11399,"USA",,,0.03690201
219,"94501","Alameda","CA","510",73979,63852,"USA",37.76667,-122.25,0.03732583
220,"94507","Alamo","CA","510",12277,8505,"USA",37.85,-122.0333,0.03739616
221,"94706","Albany","CA","510",16327,15130,"USA",36.88334,-122.3,0.0374897
222,"91802","Alhambra","CA","818",82087,64767,"USA",34.13334,-118.1,0.03795997
223,"92656","Aliso Viejo","CA","714",7612,,"USA",,,0.03800358
224,"90249","Alondra Park","CA","310",12215,12189,"USA",33.9,-118.3333,0.03807356
225,"91901","Alpine","CA","619",9695,5368,"USA",32.83333,-116.7667,0.0381291
226,"95945","Alta Sierra","CA","916",5709,2168,"USA",39.13334,-121.05,0.03816181
227,"91001","Altadena","CA","818",42658,40983,"USA",34.18333,-118.1333,0.0384062
228,"94589","American Canyon","CA","707",7706,5712,"USA",38.16667,-122.25,0.03845034
229,"92803","Anaheim","CA","714",266406,219494,"USA",33.83333,-117.9167,0.03997657
230,"96007","Anderson","CA","916",8299,7381,"USA",40.45,-122.3,0.04002412
231,"94509","Antioch","CA","510",62195,42683,"USA",38.01667,-121.8,0.04038043
232,"92307","Apple Valley","CA","619",46079,16748,"USA",34.51667,-117.2167,0.04064441
233,"95003","Aptos","CA","408",9061,7039,"USA",36.98333,-121.9,0.04069632
234,"91006","Arcadia","CA","818",48284,45993,"USA",34.13334,-118.0333,0.04097294
235,"95521","Arcata","CA","707",15211,12849,"USA",40.86666,-124.0833,0.04106008
236,"95825","Arden-Arcade","CA","916",92040,87570,"USA",,,0.04158738
237,"93420","Arroyo Grande","CA","805",14432,11290,"USA",35.11666,-120.5833,0.04167005
238,"90701","Artesia","CA","310",15464,14301,"USA",33.86666,-118.0833,0.04175865
239,"93203","Arvin","CA","805",9286,6863,"USA",35.2,-118.8333,0.04181185
240,"94577","Ashland","CA","510",16590,13893,"USA",37.68333,-122.1167,0.04190689
241,"93422","Atascadero","CA","805",23138,16232,"USA",35.48333,-120.6667,0.04203945
242,"94025","Atherton","CA","415",7163,7797,"USA",37.46667,-122.2,0.04208048
243,"95301","Atwater","CA","209",22282,17530,"USA",37.35,-120.6167,0.04220814
244,"95603","Auburn","CA","916",10653,7540,"USA",38.9,-121.0667,0.04226917
245,"92505","August","CA","714",6376,6350,"USA",37.98333,-121.2667,0.04230569
246,"93204","Avenal","CA","",9770,4137,"USA",36,-120.1333,0.04236167
247,"91746","Avocado Heights","CA","818",14232,11733,"USA",34.03333,-118,0.0424432
248,"91702","Azusa","CA","818",41203,29380,"USA",34.13334,-117.8667,0.04267925
249,"93302","Bakersfield","CA","805",174978,105611,"USA",35.38334,-119.0167,0.04368169
250,"91706","Baldwin Park","CA","818",69330,50554,"USA",34.06667,-117.9667,0.04407888
251,"92220","Banning","CA","714",20572,14020,"USA",33.93333,-116.8833,0.04419674
252,"92312","Barstow","CA","619",21472,17690,"USA",34.9,-117.0167,0.04431975
253,"93402","Baywood-Los Osos","CA","805",14377,10933,"USA",,,0.04440211
254,"95903","Beale AFB","CA","906",6912,6329,"USA",,,0.04444171
255,"92223","Beaumont","CA","714",9685,6818,"USA",33.93333,-116.9667,0.0444972
256,"90201","Bell","CA","213",34365,25450,"USA",33.98333,-118.1833,0.04469407
257,"90201","Bell Gardens","CA","213",42315,34117,"USA",33.96667,-118.1667,0.04493649
258,"90706","Bellflower","CA","310",61815,53441,"USA",33.88334,-118.15,0.04529063
259,"94002","Belmont","CA","415",24165,24505,"USA",37.51667,-122.2833,0.04542907
260,"95005","Ben Lomond","CA","408",7884,7238,"USA",37.08333,-122.0833,0.04547423
261,"94510","Benicia","CA","707",24437,15376,"USA",38.05,-122.15,0.04561423
262,"94704","Berkeley","CA","510",102724,103328,"USA",37.86666,-122.2667,0.04620273
263,"90210","Beverly Hills","CA","310",31971,32646,"USA",34.06667,-118.4167,0.0463859
264,"92314","Big Bear Lake","CA","714",5351,4896,"USA",,,0.04641655
265,"94506","Black Hawk","CA","510",6199,,"USA",,,0.04645206
266,"92316","Bloomington","CA","714",15116,12781,"USA",34.06667,-117.4,0.04653866
267,"92226","Blythe","CA","",8448,6805,"USA",33.61666,-114.6,0.04658706
268,"","Bonadella Ranchos-Madera Ranchos","CA","",5705,3272,"USA",,,0.04661974
269,"91902","Bonita","CA","619",12542,6257,"USA",32.66667,-117.0333,0.0466916
270,"92021","Bostonia","CA","619",13670,,"USA",,,0.04676991
271,"95006","Boulder Creek","CA","408",6725,5662,"USA",37.11666,-122.1167,0.04680844
272,"95416","Boyes Hot Springs","CA","707",5973,4177,"USA",38.31667,-122.4833,0.04684266
273,"92227","Brawley","CA","619",18923,14946,"USA",32.98333,-115.5167,0.04695107
274,"92622","Brea","CA","714",32873,27913,"USA",33.91667,-117.9,0.0471394
275,"94513","Brentwood","CA","510",7563,4434,"USA",37.93333,-121.7,0.04718272
276,"90622","Buena Park","CA","714",68784,64165,"USA",33.86666,-118,0.04757678
277,"91505","Burbank","CA","818",93649,84625,"USA",34.18333,-118.3167,0.04811329
278,"94010","Burlingame","CA","415",26666,26173,"USA",37.58333,-122.35,0.04826606
279,"92232","Calexico","CA","619",18633,14412,"USA",32.66667,-115.5,0.04837281
280,"93505","California City","CA","805",5955,2743,"USA",35.13334,-117.9667,0.04840693
281,"93010","Camarillo","CA","805",52297,37797,"USA",34.21667,-119.0333,0.04870653
282,"93428","Cambria","CA","805",5382,3061,"USA",35.56667,-121.0833,0.04873737
283,"95682","Cameron Park","CA","916",11897,5607,"USA",38.68333,-120.9833,0.04880552
284,"92055","Camp Pendleton North","CA","714",10373,2065,"USA",33.3,-117.3167,0.04886495
285,"92055","Camp Pendleton South","CA","714",11299,7952,"USA",33.21667,-117.3833,0.04892968
286,"95008","Campbell","CA","408",36048,26843,"USA",37.28333,-121.95,0.0491362
287,"92587","Canyon Lake","CA","714",7938,2039,"USA",33.68333,-117.25,0.04918167
288,"95010","Capitola","CA","408",10171,9095,"USA",36.98333,-121.95,0.04923994
289,"92008","Carlsbad","CA","619",63292,35490,"USA",33.16667,-117.35,0.04960254
290,"95608","Carmichael","CA","916",48702,43108,"USA",38.63334,-121.3167,0.04988155
291,"93013","Carpinteria","CA","805",13747,10835,"USA",34.4,-119.5167,0.04996031
292,"90745","Carson","CA","310",83995,81221,"USA",33.8,-118.2833,0.05044151
293,"92077","Casa de Oro-Mt. Helix","CA","619",30727,19651,"USA",,,0.05061755
294,"94546","Castro Valley","CA","510",48619,43810,"USA",37.7,-122.0667,0.05089608
295,"95012","Castroville","CA","408",5272,4396,"USA",36.76667,-121.75,0.05092628
296,"92235","Cathedral City","CA","619",30085,11096,"USA",33.78333,-116.4667,0.05109864
297,"95307","Ceres","CA","209",26413,13281,"USA",37.58333,-120.95,0.05124996
298,"90703","Cerritos","CA","310",53244,53020,"USA",33.86666,-118.0667,0.05155499
299,"91724","Charter Oak","CA","818",8858,6840,"USA",34.1,-117.85,0.05160574
300,"92223","Cherry Valley","CA","714",5945,5012,"USA",33.96667,-116.9667,0.0516398
301,"94541","Cherryland","CA","415",11088,9425,"USA",37.68333,-122.1,0.05170332
302,"95926","Chico","CA","916",39970,26716,"USA",39.73333,-121.8333,0.05193231
303,"91708","Chino","CA","714",59682,40165,"USA",34.01667,-117.6833,0.05227422
304,"91709","Chino Hills","CA","714",27608,,"USA",,,0.05243238
305,"93610","Chowchilla","CA","209",5930,5122,"USA",37.11666,-120.2667,0.05246636
306,"91910","Chula Vista","CA","619",135160,83927,"USA",32.65,-117.0833,0.05324068
307,"95610","Citrus","CA","916",9481,12450,"USA",34.11666,-117.8833,0.053295
308,"95621","Citrus Heights","CA","916",107439,85911,"USA",38.7,-121.2833,0.05391051
309,"91711","Claremont","CA","714",32610,31028,"USA",34.1,-117.7167,0.05409734
310,"94517","Clayton","CA","510",7317,4325,"USA",37.93333,-121.9333,0.05413925
311,"95422","Clearlake","CA","707",11804,8343,"USA",,,0.05420688
312,"93612","Clovis","CA","209",50323,33021,"USA",36.81667,-119.7,0.05449517
313,"92236","Coachella","CA","619",16896,9129,"USA",33.68333,-116.1667,0.05459197
314,"93210","Coalinga","CA","209",8212,6593,"USA",36.15,-120.35,0.05463902
315,"92324","Colton","CA","714",40213,21310,"USA",34.06667,-117.3333,0.05486939
316,"90022","Commerce","CA","310",12135,10509,"USA",34,-118.15,0.05493892
317,"90221","Compton","CA","310",90454,81350,"USA",33.9,-118.2167,0.05545712
318,"94520","Concord","CA","510",111308,103763,"USA",37.98333,-122.0333,0.0560948
319,"93212","Corcoran","CA","209",13360,6454,"USA",36.1,-119.55,0.05617134
320,"96021","Corning","CA","916",5870,4745,"USA",39.93333,-122.1833,0.05620497
321,"91718","Corona","CA","714",75943,37791,"USA",33.88334,-117.5667,0.05664004
322,"92118","Coronado","CA","619",26540,18790,"USA",32.68333,-117.1833,0.05679209
323,"94925","Corte Madera","CA","415",8272,8074,"USA",37.91667,-122.5333,0.05683948
324,"92628","Costa Mesa","CA","714",96357,82562,"USA",33.63334,-117.9167,0.05739151
325,"94931","Cotati","CA","707",5714,3346,"USA",38.33333,-122.7,0.05742424
326,"94556","Country Club","CA","209",9325,9585,"USA",37.96667,-121.3333,0.05747766
327,"91722","Covina","CA","818",43332,32746,"USA",34.08333,-117.8667,0.05772591
328,"92325","Crestline","CA","714",8594,6715,"USA",34.23333,-117.3,0.05777514
329,"90201","Cudahy","CA","213",22817,18275,"USA",33.96667,-118.1833,0.05790586
330,"90230","Culver City","CA","310",38793,38139,"USA",34.01667,-118.4167,0.0581281
331,"95014","Cupertino","CA","408",39967,34297,"USA",37.31667,-122.0333,0.05835707
332,"90630","Cypress","CA","714",42655,40738,"USA",33.83333,-118.0333,0.05860144
333,"94015","Daly City","CA","415",92088,78519,"USA",37.7,-122.4667,0.05912901
334,"92629","Dana Point","CA","714",31896,21271,"USA",33.46667,-117.7,0.05931174
335,"94526","Danville","CA","510",31306,26143,"USA",37.81667,-122,0.05949109
336,"95616","Davis","CA","916",46322,36640,"USA",38.55,-121.7333,0.05975647
337,"90250","Del Aire","CA","310",8040,8487,"USA",33.91667,-118.3667,0.05980253
338,"","Del Monte Forest","CA","",5069,,"USA",,,0.05983157
339,"93215","Delano","CA","805",22762,16491,"USA",35.76667,-119.25,0.05996197
340,"92240","Desert Hot Springs","CA","619",11668,5941,"USA",33.96667,-116.5,0.06002882
341,"91765","Diamond Bar","CA","714",53672,,"USA",33.98333,-117.8333,0.0603363
342,"93618","Dinuba","CA","209",12743,9907,"USA",36.53333,-119.3833,0.0604093
343,"94514","Discovery Bay","CA","510",5351,1326,"USA",37.91667,-121.6,0.06043996
344,"95620","Dixon","CA","916",10417,7541,"USA",38.45,-121.8167,0.06049964
345,"90241","Downey","CA","310",91444,82602,"USA",33.93333,-118.1333,0.06102352
346,"91010","Duarte","CA","818",20716,16766,"USA",34.13334,-117.9667,0.0611422
347,"94568","Dublin","CA","510",23229,13496,"USA",37.7,-121.9333,0.06127528
348,"93219","Earlimart","CA","805",5881,4578,"USA",35.88334,-119.2667,0.06130897
349,"90220","East Compton","CA","310",7967,6435,"USA",33.9,-118.2,0.06135461
350,"","East Foothills","","",14898,16890,"USA",,,0.06143996
351,"92343","East Hemet","CA","714",17611,14712,"USA",33.73333,-116.9333,0.06154085
352,"90638","East La Mirada","CA","310",9367,9688,"USA",33.93333,-117.9833,0.06159452
353,"90022","East Los Angeles","CA","310",126379,110017,"USA",34.01667,-118.0333,0.06231854
354,"94303","East Palo Alto","CA","415",23451,18106,"USA",37.46667,-122.1333,0.06245289
355,"91117","East Pasadena","CA","818",5910,,"USA",,,0.06248675
356,"93257","East Porterville","CA","209",5790,5218,"USA",36.06667,-118.8833,0.06251992
357,"","East San Gabriel","","",12736,,"USA",,,0.06259288
358,"93523","Edwards AFB","CA","805",7423,8554,"USA",34.91667,-117.9167,0.06263541
359,"92020","El Cajon","CA","619",88693,73892,"USA",32.8,-116.9667,0.06314352
360,"92244","El Centro","CA","619",31405,23996,"USA",32.78333,-115.5667,0.06332344
361,"94530","El Cerrito","CA","510",22869,22731,"USA",37.91667,-122.3167,0.06345446
362,"95762","El Dorado Hills","CA","916",6395,3453,"USA",38.68333,-121.1,0.06349109
363,"91734","El Monte","CA","818",106162,79494,"USA",34.06667,-118.0333,0.06409929
364,"93446","El Paso de Robles","CA","310",18583,9163,"USA",35.63334,-120.6833,0.06420575
365,"93030","El Rio","CA","805",6419,5674,"USA",34.23333,-119.1667,0.06424253
366,"90245","El Segundo","CA","310",15223,13752,"USA",33.91667,-118.4167,0.06432974
367,"94802","El Sobrante","CA","510",9852,10535,"USA",37.98333,-122.3,0.06438618
368,"92630","El Toro","CA","714",62685,38153,"USA",33.63334,-117.7,0.0647453
369,"92709","El Toro Station","CA","714",6869,7632,"USA",33.66667,-117.7333,0.06478465
370,"95624","Elk Grove","CA","916",17483,10959,"USA",38.41667,-121.3667,0.06488481
371,"94608","Emeryville","CA","510",5740,3714,"USA",37.83333,-122.3,0.06491769
372,"92024","Encinitas","CA","619",55406,36550,"USA",33.05,-117.2833,0.06523511
373,"92025","Escondido","CA","619",108648,64355,"USA",33.11666,-117.0833,0.06585755
374,"95501","Eureka","CA","707",27025,24153,"USA",40.78333,-124.15,0.06601238
375,"93221","Exeter","CA","209",7276,5606,"USA",36.3,-119.15,0.06605406
376,"95628","Fair Oaks","CA","916",26867,22602,"USA",38.65,-121.2667,0.06620798
377,"94930","Fairfax","CA","415",6931,7391,"USA",37.98333,-122.5833,0.06624769
378,"94533","Fairfield","CA","707",78650,58099,"USA",38.25,-122.05,0.06669827
379,"93238","Fairview","CA","",9045,,"USA",,,0.06675009
380,"92028","Fallbrook","CA","619",22095,14041,"USA",33.38334,-117.25,0.06687667
381,"93223","Farmersville","CA","209",6235,5544,"USA",36.3,-119.2,0.06691239
382,"95018","Felton","CA","408",5350,4564,"USA",37.05,-122.0833,0.06694304
383,"93015","Fillmore","CA","805",11992,9602,"USA",34.4,-118.9167,0.06701174
384,"90001","Florence-Graham","CA","213",57147,48662,"USA",,,0.06733913
385,"95828","Florin","CA","916",24330,16523,"USA",38.5,-121.4,0.06747852
386,"95630","Folsom","CA","916",29802,11003,"USA",38.68333,-121.1667,0.06764925
387,"92335","Fontana","CA","714",87535,36804,"USA",34.1,-117.4333,0.06815074
388,"95841","Foothill Farms","CA","916",17135,13700,"USA",38.68333,-121.35,0.06824891
389,"95437","Fort Bragg","CA","707",6078,5019,"USA",39.43333,-123.8,0.06828372
390,"95540","Fortuna","CA","707",8788,7591,"USA",40.6,-124.15,0.06833407
391,"94404","Foster City","CA","415",28176,23287,"USA",37.56667,-122.25,0.06849549
392,"92728","Fountain Valley","CA","714",53691,55080,"USA",33.7,-117.9667,0.06880308
393,"95019","Freedom","CA","408",8361,6416,"USA",36.93333,-121.7667,0.06885098
394,"94537","Fremont","CA","510",173339,131945,"USA",37.53333,-121.95,0.06984403
395,"93706","Fresno","CA","209",354091,217491,"USA",36.7,-119.7833,0.0718726
396,"92634","Fullerton","CA","714",114144,102246,"USA",33.88334,-117.9333,0.07252653
397,"95632","Galt","CA","209",8889,5514,"USA",38.25,-121.3,0.07257745
398,"95205","Garden Acres","CA","213",8547,7361,"USA",37.96667,-121.2333,0.07262642
399,"92642","Garden Grove","CA","714",143965,123307,"USA",33.78333,-117.9167,0.07345118
400,"90247","Gardena","CA","310",49841,45165,"USA",33.88334,-118.3,0.07373672
401,"92394","George AFB","CA","619",5085,7061,"USA",34.58333,-117.3667,0.07376585
402,"95020","Gilroy","CA","408",31487,21641,"USA",37.01667,-121.5667,0.07394625
403,"92509","Glen Avon","CA","714",12663,8444,"USA",34.01667,-117.4833,0.07401879
404,"91205","Glendale","CA","818",180038,139060,"USA",34.15,-118.25,0.07505022
405,"91740","Glendora","CA","818",47832,38500,"USA",34.13334,-117.8667,0.07532424
406,"93561","Golden Hills","CA","805",5423,,"USA",,,0.07535531
407,"92324","Grand Terrace","CA","714",10946,8498,"USA",34.03333,-117.3167,0.07541803
408,"95945","Grass Valley","CA","916",9048,6697,"USA",39.21667,-121.0667,0.07546986
409,"93308","Greenacres","CA","805",7379,5381,"USA",35.38334,-119.1333,0.07551213
410,"93927","Greenfield","CA","805",7464,4181,"USA",36.31667,-121.25,0.07555489
411,"93433","Grover City","CA","805",11602,8827,"USA",35.11666,-120.6167,0.07562136
412,"93434","Guadalupe","CA","805",5479,3629,"USA",34.96667,-120.5667,0.07565275
413,"91745","Hacienda Heights","CA","818",52354,49422,"USA",34,-117.9667,0.07595268
414,"94019","Half Moon Bay","CA","415",8886,7282,"USA",37.46667,-122.4333,0.07600359
415,"93230","Hanford","CA","209",30463,20958,"USA",36.33333,-119.65,0.07617811
416,"90716","Hawaiian Gardens","CA","213",13639,10548,"USA",33.83333,-118.0667,0.07625625
417,"90250","Hawthorne","CA","310",71349,56437,"USA",33.91667,-118.35,0.07666501
418,"94544","Hayward","CA","510",111343,93585,"USA",37.66667,-122.0833,0.07730288
419,"95448","Healdsburg","CA","707",9469,7217,"USA",38.61666,-122.8667,0.07735713
420,"92546","Hemet","CA","714",36094,22531,"USA",33.75,-116.9667,0.07756391
421,"94547","Hercules","CA","415",16829,5963,"USA",38.01667,-122.2833,0.07766032
422,"90254","Hermosa Beach","CA","310",18219,18070,"USA",33.86666,-118.4,0.0777647
423,"92340","Hesperia","CA","619",50418,20612,"USA",34.41667,-117.3,0.07805354
424,"92346","Highland","CA","714",34439,21720,"USA",34.13334,-117.2167,0.07825084
425,"94010","Hillsborough","CA","415",10667,10372,"USA",37.58333,-122.35,0.07831195
426,"95023","Hollister","CA","408",19318,11488,"USA",36.85,-121.4,0.07842262
427,"91720","Home Gardens","CA","714",7780,5783,"USA",33.88334,-117.5167,0.0784672
428,"92647","Huntington Beach","CA","714",181519,170505,"USA",33.66667,-118.0833,0.07950711
429,"90255","Huntington Park","CA","213",56129,45932,"USA",33.98333,-118.2333,0.07982866
430,"91932","Imperial Beach","CA","619",26512,22689,"USA",32.58333,-117.1333,0.07998055
431,"92202","Indio","CA","619",36850,21611,"USA",33.71667,-116.2167,0.08019166
432,"90301","Inglewood","CA","310",109602,94162,"USA",33.96667,-118.35,0.08081957
433,"","Interlaken","","",6404,,"USA",,,0.08085626
434,"95640","Ione","CA","",6516,2207,"USA",38.35,-120.9333,0.08089359
435,"92716","Irvine","CA","714",110330,62134,"USA",33.68333,-117.7667,0.08152566
436,"93117","Isla Vista","CA","805",20395,,"USA",,,0.08164251
437,"94904","Kentfield","CA","415",6030,,"USA",,,0.08167705
438,"93630","Kerman","CA","209",5448,4002,"USA",36.71667,-120.0667,0.08170826
439,"93930","King City","CA","408",7634,5495,"USA",36.21667,-121.1333,0.08175199
440,"93631","Kingsburg","CA","209",7245,5115,"USA",36.51667,-119.55,0.0817935
441,"91011","La Canada Flintridge","CA","818",19378,20153,"USA",34.21667,-118.2167,0.08190452
442,"91214","La Crescenta-Montrose","CA","818",16968,16531,"USA",,,0.08200173
443,"90631","La Habra","CA","310",51263,45232,"USA",33.93333,-117.95,0.08229541
444,"","La Habra Heights","CA","310",6226,4786,"USA",33.95,-117.9667,0.08233108
445,"91941","La Mesa","CA","619",52911,50308,"USA",32.76667,-117.05,0.0826342
446,"90638","La Mirada","CA","714",40452,40986,"USA",33.85,-118.0333,0.08286595
447,"90623","La Palma","CA","714",15392,15399,"USA",33.85,-118.0333,0.08295413
